description	ERR1513669	ERR1513670	ERR1513671	ERR1513672	ERR1513673	ERR1513674	ERR1513675	ERR1513676	ERR1513677	ERR1513678	ERR1513680	ERR1513681	ERR1513715	ERR1513716	ERR1513717	ERR1513718	ERR1513719	ERR1513721	ERR1513722	ERR1513723	ERR1513724	ERR1513725	ERR1513726	ERR1513727	ERR1513728	ERR1513729	ERR1513730	ERR1513731	ERR1513732	ERR1513733	ERR1513734	ERR1513735	ERR1513736	ERR1513737	ERR1513738	ERR1513739	ERR1513740	ERR1513741	ERR1513742	ERR1513743	ERR1513744	ERR1513745	ERR1513746	ERR1513748	ERR1513749	ERR1513750	ERR1513751	ERR1513752	ERR1513753	ERR1513754	ERR1513755	ERR1513756	ERR1513757	ERR1513758	ERR1513759	ERR1513760	ERR1513761	ERR1513762	ERR1513763	ERR1513764	ERR1513765	ERR1513766	ERR1513767	ERR1513768	ERR1513769	ERR1513770	ERR1513771	ERR1513772	ERR1513774	ERR1513775	ERR1513776	ERR1513777	ERR1513958	ERR1513959	ERR1513960	ERR1513961	ERR1513962	ERR1513963	ERR1513965	ERR1513966	ERR1513967	ERR1513968	ERR1513969	ERR1513970	ERR1513971	ERR1513973	ERR1513974	ERR1513975	ERR1513976	ERR1513977	ERR1513978	ERR1513979	ERR1513980	ERR1513981	ERR1513983	ERR1513984	ERR1513985	ERR1513986	ERR1513987	ERR1513988	ERR1513989	ERR1513990	ERR1513991	ERR1513992	ERR1513993	ERR1513994	ERR1513995	ERR1513996	ERR1513997	ERR1513998	ERR1513999	ERR1514000	ERR1514001	ERR1514002	ERR1514003	ERR1514004	ERR1514005	ERR1514006	ERR1514007	ERR1514008	ERR1514009	ERR1514010	ERR1514011	ERR1514012	ERR1514013	ERR1514014	ERR1514015
C_Methane metabolism	1430.59440860215	3046.02655913979	2654.55967741936	3055.82075268817	3967.00946236559	1759.79053763441	1801.78279569892	2131.04666666667	1364.76892473118	4030.33215053763	4640.57516129032	2043.05172043011	3162.05193548387	1907.16677419355	4786.0023655914	1778.2976344086	1368.07838709677	2956.77795698925	3436.49935483871	3572.60075268817	2944.87075268817	1391.25129032258	2694.03978494624	3634.13806451613	4601.12537634409	1958.57129032258	1973.40860215054	1656.35731182796	2890.84419354839	4360.94774193548	2692.35086021505	2894.53634408602	2582.82129032258	5486.39709677419	2387.39086021505	2687.3423655914	4465.6411827957	2060.19978494624	914.70870967742	1710.76365591398	4009.74655913979	2804.59193548387	1668.98569892473	3215.49279569892	2217.10655913979	1955.41516129032	5854.60086021505	3353.25827956989	3703.4152688172	2198.30978494624	1441.67129032258	3919.96301075269	2557.51731182796	1731.21032258065	2629.92043010753	2518.38688172043	1797.82752688172	3360.94978494624	2515.27204301075	1452.70408602151	2267.54	3099.35376344086	885.763870967742	2759.67311827957	2374.9135483871	5666.71451612903	3919.16559139785	3586.49086021505	810.819784946236	2351.77817204301	2833.98258064516	5312.4311827957	2980.79612903226	3754.25150537634	1538.00322580645	1430.11215053763	774.051505376344	1746.13161290323	1841.00537634409	5253.22032258065	2197.86623655914	1417.10634408602	1706.50741935484	1732.39709677419	6299.80150537634	2638.09494623656	1610.89817204301	2329.84494623656	2315.58752688172	3034.55956989247	2114.32559139785	5653.65870967742	2679.50634408602	2862.92924731183	1093.9764516129	2894.59290322581	2355.75258064516	11611.2566666667	894.283010752688	2706.6423655914	2650.72892473118	2091.48623655914	3202.89666666667	2435.72924731183	3102.25268817204	5163.18559139785	1379.06548387097	1310.10935483871	2799.33924731183	3495.20268817204	2336.96215053763	919.932365591398	2726.14086021505	1286.11419354839	2993.8135483871	2469.75795698925	7650.21741935484	1890.78655913978	1809.99268817204	2480.23096774194	1620.3888172043	2302.72612903226	847.150215053764	1936.42655913978	4264.39967741936	1971.79075268817	1420.85774193548
C_Carbon fixation in photosynthetic organisms	4984.76222222222	8260.21055555555	7378.23277777778	10869.0605555556	11896.7455555556	5140.53888888889	4578.78888888889	6261.42388888889	4075.46333333333	12867.8744444444	12647.6111111111	6193.435	9279.76333333333	5661.81444444444	13162.9472222222	5281.87833333333	3967.89166666667	10660.8894444444	10535.4494444444	10692.5361111111	8919.76944444444	3907.70944444444	8145.52	11255.7533333333	15113.3783333333	5474.32833333333	5966.31944444444	4725.27222222222	8688.64555555555	12634.7794444444	8238.99444444444	9450.12111111111	8107.11388888889	16875.4527777778	7676.85055555556	7542.21166666667	13575.8344444444	6217.50833333333	2856.62277777778	5064.61111111111	12823.68	8290.10833333333	4968.91222222222	10622.9833333333	7223.13944444444	5769.87222222222	17539.3083333333	9955.70555555555	12404.3533333333	7182.03444444444	4125.45388888889	12607.7433333333	7598.51444444444	5291.32611111111	8093.85222222222	7358.935	5864.565	9831.64444444444	7226.55944444444	4772.30833333333	8783.11666666667	9475.93055555556	2900.61833333333	8513.42333333333	7030.135	16859.3105555556	12244.9505555556	10663.3388888889	2274.66277777778	7157.43555555556	7440.81277777778	16256.3788888889	8921.05833333333	12399.1483333333	4883.09611111111	3979.68	2227.74944444444	5506.975	5472.87444444444	14812.2561111111	6119.81166666667	4439.37166666667	5456.54944444444	5130.33722222222	19123.0727777778	7418.19111111111	4529.01888888889	6961.34722222222	8875.36777777778	8371.79444444444	6002.13666666667	16059.5461111111	7375.51444444444	7150.215	3458.19722222222	8336.41777777778	6659.28277777778	36682.1627777778	2764.82888888889	8151.22555555556	7498.34055555556	6160.89611111111	8930.60611111111	7355.30555555556	8989.36722222222	15196.3722222222	3889.80277777778	4319.92777777778	8878.34722222222	10009.5977777778	6976.85	3010.40777777778	8167.12333333333	3827.73888888889	8870.885	6399.89555555556	24503.6961111111	5746.10722222222	5608.17277777778	7737.46722222222	4878.98777777778	7014.80611111111	2514.19777777778	5881.98166666667	11997.9733333333	5823.58	3206.27833333333
C_Carbon fixation pathways in prokaryotes	3550.73235294118	6211.50529411765	5884.99117647059	6124.94294117647	7223.82264705882	4159.32147058823	4771.80852941176	5164.70441176471	3059.56764705882	7601.47970588235	11733.4441176471	4499.28441176471	6835.835	4038.54323529412	9438.40882352941	3275.55176470588	2671.66676470588	8055.76323529412	8042.89235294118	8193.71176470588	6243.52029411765	3344.87205882353	6808.15441176471	7394.22235294118	11175.0338235294	3543.63617647059	3992.99176470588	3758.68764705882	5803.67617647059	9267.20911764706	5434.38764705882	6570.98264705882	5906.54588235294	12951.0473529412	5254.62764705882	4050.27029411765	9708.80411764706	4041.55470588235	2253.19794117647	3682.95735294118	8630.575	5801.51264705882	3599.33029411765	6123.63823529412	4890.92764705882	4104.16323529412	12011.7691176471	6816.36823529412	8837.01294117647	4298.24617647059	3482.94529411765	8774.65441176471	5818.97323529412	3752.85323529412	5510.01117647059	5971.04764705882	3601.34794117647	6483.88823529412	5218.68264705882	3954.04147058824	6229.83117647059	7001.5394117647	1911.92441176471	5947.78	5289.29176470588	12816.3835294118	8220.4844117647	7524.69	1703.93323529412	5036.68911764706	7588.31823529412	11119.675	6328.36235294118	8058.42117647059	3506.22235294118	2713.57029411765	1341.92970588235	3822.515	4356.31705882353	11119.0911764706	6798.70911764706	3213.36911764706	3995.8305882353	4176.63970588235	13885.9529411765	5511.35	3880.33852941177	5624.27205882353	5866.93852941176	6819.51058823529	4663.02294117647	19042.8855882353	5480.83941176471	6322.45647058824	2696.03117647059	6458.58382352941	4253.75676470588	19520.6882352941	2073.90970588235	5732.99058823529	5667.60117647059	4358.86970588235	6508.38676470588	5191.74823529412	6098.57529411765	7601.78764705882	3116.35058823529	2846.845	5817.07764705882	7119.09147058824	5014.51441176471	2192.91176470588	5815.17029411765	2683.06911764706	9224.53058823529	4228.91205882353	17189.2355882353	3692.57911764706	3927.75147058823	4802.36647058824	3201.97529411765	4752.26235294118	1974.36235294118	4440.92882352941	9476.89352941176	4480.41323529412	3497.18176470588
I_Thiamine metabolism	4559.13272727273	8785.18181818182	7167.93090909091	8603.95	12781.9054545455	5064.80454545455	4823.95818181818	6128.21090909091	4302.97	14422.3318181818	12400.18	6633.64454545455	9852.05727272727	5915.08545454545	13813.3490909091	5368.33	4481.35363636364	9188.72454545455	9430.80181818182	10025.6272727273	8623.40181818182	4044.74272727273	7356.18	13147.3463636364	14851.7690909091	4709.57818181818	6183.82636363636	4426.97818181818	7078.78818181818	13153.6490909091	8475.56272727273	9744.45363636364	8263.69090909091	15700.5490909091	7323.73727272727	9043.73272727273	12605.5436363636	6898.17454545455	3059.57272727273	5132.11727272727	13867.8	7604.40545454545	4295.08818181818	13104.6963636364	7219.89818181818	5954.46	16992.7636363636	10463.6354545455	12886.7	7556.73636363636	3950.23272727273	10431.6481818182	7584.08727272727	5182.44181818182	8125.62363636364	6665.62909090909	6434.29454545455	11981.3972727273	7385.73181818182	4342.86454545455	7129.65090909091	9400.87181818182	3183.28636363636	8904.11181818182	6611.25	18108.7336363636	13600.3345454545	9836.44818181818	2135.19818181818	6281.61363636364	7518.06545454545	16741.4072727273	9127.74545454546	14403.4209090909	5134.03	4666.07545454545	2612.52454545455	5570.16090909091	5692.53	11972.2418181818	7082.76181818182	4246.77545454546	5083.20545454545	5176.87818181818	20181.5745454545	6927.73818181818	4871.58636363636	6639.57818181818	9285.01272727273	8640.54454545455	5879.33090909091	17756.7945454545	7555.6	7203.81272727273	3422.06818181818	9504.03363636364	5423.55090909091	24395.4745454545	2939.04272727273	8868.84545454546	7897.58727272727	6014.68727272727	9820.14545454545	7227.65909090909	9741.52909090909	14018.0109090909	4337.38181818182	4855.74272727273	8768.84181818182	10851.2609090909	7196.63818181818	3272.37727272727	8059.94090909091	3458.00363636364	9970.51090909091	6437.10363636364	24988.65	5362.51818181818	6100.46090909091	9063.00818181818	4877.68363636364	7248.3	2426.60363636364	5822.07545454545	12023.6536363636	6013.48	3144.97
I_Riboflavin metabolism	2865.62583333333	4740.35	4793.5525	5187.9025	6593.79166666667	3023.45833333333	3224.8075	3966.6925	2408.235	7090.54833333333	8272.81083333333	3700.60916666667	5163.1275	3190.64166666667	6982.46	2858.60083333333	2287.1325	5651.51583333333	5564.21916666667	6237.02	4812.105	2592.58416666667	4849.86583333333	6370.85916666667	8046.4425	2830.09666666667	3524.49083333333	3131.76833333333	4521.99	7152.825	4120.805	5257.275	4579.69	9915.4125	3899.16666666667	4002.905	7275.23333333333	3365.83416666667	1982.16333333333	2793.62583333333	7552.295	4932.52083333333	2687.85666666667	6061.87333333333	4017.4925	3660.00333333333	8117.2175	5290.15166666667	7085.99	3909.47	2629.84	7177.0925	4320.49333333333	2714.07166666667	4290.34583333333	4740.4225	3358.53583333333	5640.34666666667	4081.01583333333	3078.93666666667	4618.7825	5632.84333333333	1662.62916666667	4470.11	3862.9575	10096.4275	6892.66333333333	6114.72416666667	1191.46	3415.0925	5115.64666666667	9089.72083333333	5243.6775	7180.64666666667	2948.47666666667	2048.43666666667	1211.20916666667	3126.42333333333	3388.69416666667	8021.48166666667	5208.2525	2587.51333333333	3248.53833333333	3508.54416666667	11112.97	4643.68	2952.755	4337.98166666667	5364.03166666667	5015.18166666667	3424.6075	13995.98	4433.01583333333	4773.79833333333	2187.43083333333	4308.82083333333	3114.7225	10066.5583333333	1595.13083333333	4353.61416666667	4521.42166666667	3445.17666666667	5112.565	4439.65833333333	5285.6675	6220.83583333333	2245.31916666667	2561.10166666667	4569.78916666667	5499.00083333333	3912.69	1875.855	4563.6825	1967.49333333333	7237.09916666667	3304.49833333333	14114.1083333333	2820.09583333333	3058.86166666667	4762.06083333333	2560.66583333333	3489.88833333333	1675.87166666667	3375.93333333333	7827.98833333333	3366.34916666667	2497.01416666667
I_Vitamin B6 metabolism	3403.71875	5668.28125	6244.4675	7260.90375	8293.98875	4360.82875	4162.11125	5642.2675	3177.59875	8580.1325	11158.7675	4365.3725	6795.71375	4187.4975	8746.35	3088.74	2751.7275	7254.98	8321.44625	8536.095	6182.71625	3409.5975	7037.00375	7906.775	10956.25875	3623.90625	4179.06125	4496.89875	5855.28625	9243.9725	5291.915	5925.585	6005.315	13400.69875	4991.92625	4456.3025	10002.11125	4321.33875	2288.85125	3639.85875	8683.28625	6098.2625	3266.925	7526.8475	4906.43375	4310.8625	12244.13875	6674.50375	9098.8775	4504.3375	3857.11875	10717.41375	5852.83	3570.2875	5643.7925	6551.3125	3592.76	6625.9825	5152.54625	3972.0025	6782.45625	8085.05625	2049.56625	5439.91875	6224.47625	12324.8275	8216.9775	7919.0475	1572.00125	4949.72125	6988.235	11057.21625	6625.24875	8496.63875	3562.80625	2606.86875	1453.97875	3902.5325	4363.55625	10591.3975	5988.73	3009.3925	3894.94875	4774.215	13567.6225	6228.13375	4154.9125	6033.24125	5541.28375	6558.405	4896.8775	16735.52625	5756.9475	6189.9775	2777.60125	6138.13125	4362.865	13777.855	2033.6025	5621.04	5418.10375	4480.655	6607.71	5392.44125	5796.2225	9566.48	2916.02375	3063.3	5896.08375	6992.3375	4945.30875	2305.78	5929.49625	2616.7775	8416.2125	4024.7375	17695.91125	3764.655	4076.68	5133.68	3172.5825	4688.49	2156.5925	4568.265	9734.55125	4491.00375	3530
I_Nicotinate and nicotinamide metabolism	3613.15055555556	5620.85444444444	5454.76111111111	7199.62055555556	7797.84444444444	3829.49777777778	3831.22055555556	4591.19388888889	2907.96888888889	8274.10111111111	10589.7177777778	4288.10888888889	6348.08444444444	3972.77833333333	9296.30666666667	3443.63555555556	2756.83666666667	7556.80555555556	7476.59	7495.97111111111	5510.82722222222	2948.69666666667	5591.14111111111	7678.33611111111	9206.25444444444	3330.49611111111	3963.97555555556	3443.45388888889	5478.18111111111	8985.97277777778	5531.57	6788.35	5384.38222222222	10618.5794444444	4964.25388888889	4878.70833333333	8259.215	4281.50833333333	1951.65444444444	3536.40611111111	8851.27722222222	5319.93111111111	3133.15888888889	6911.475	5094.00222222222	4160.41833333333	11278.0661111111	6720.04777777778	7919.84444444444	4740.89222222222	2872.45111111111	8324.26388888889	5314.63166666667	3636.91611111111	5507.17055555556	5150.57777777778	3899.15777777778	6709.22777777778	4812.58944444444	3303.00888888889	6183.90444444445	7470.99	1910.17555555556	5808.26944444445	5192.91055555556	12089.9055555556	8863.46277777778	6888.52333333333	1549.57277777778	4278.24611111111	6763.61	11192.9327777778	5895.53111111111	8409.33055555556	3402.52222222222	2891.02111111111	1568.31166666667	3709.57333333333	3974.55944444444	11001.6422222222	6140.38277777778	3098.33555555556	3668.41111111111	3813.88944444444	13401.2622222222	5379.20444444444	3573.00888888889	4768.12777777778	6028.45666666667	6165.065	4310.59166666667	16636.2077777778	5170.745	6132.86666666667	2734.295	6177.725	3872.315	15263.1477777778	1852.59722222222	5885.11277777778	5457.73666666667	4162.67055555556	6361.13611111111	4975.77777777778	6248.01944444444	9531.84777777778	2957.37333333333	2961.55055555556	5648.345	7119.91388888889	4736.36388888889	2088.26	5188.76555555556	2280.30555555556	8509.15222222222	4116.54	17096.9444444444	3661.25111111111	3847.66611111111	5547.06333333333	3049.77444444445	4646.13777777778	1924.56333333333	3962.05111111111	9073.51666666667	4127.01777777778	3128.06777777778
I_Pantothenate and CoA biosynthesis	5206.74733333333	8623.61466666667	8438.00266666667	9863.04533333333	13326.9566666667	5881.17933333333	5831.48	7262.05	4637.21133333333	14637.5906666667	15881.0206666667	7247.44866666667	10447.7353333333	6215.57	14276.2773333333	5758.25866666667	4497.37466666667	11522.398	10482.1	11970.65	9684.97533333333	4645.11533333333	8723.32866666667	12984.598	16379.8013333333	6105.63666666667	6640.074	5414.64	8645.49533333333	14375.326	8915.90266666667	10738.0846666667	8981.614	17663.0326666667	8029.88	9045.63133333334	13906.4206666667	7042.78066666667	3362.214	5558.944	14798.4406666667	8598.49866666667	5264.536	12783.1726666667	7728.64533333333	6544.17466666667	17286.86	10893.0253333333	13935.074	7936.59933333333	4508	12914.452	8426.88533333333	5695.54266666667	8718.418	7800.312	6612.428	11169.4106666667	7824.79333333333	5098.52666666667	8779.23466666667	11049.0046666667	3184.26266666667	9208.23933333333	7864.01866666667	19087.7266666667	14610.7186666667	11117.404	2441.35333333333	7408.23266666667	9277.406	18120.9973333333	9491.148	13915.0386666667	5389.68533333333	4467.61266666667	2464.75333333333	6106.718	6293.392	16428.2973333333	7915.03933333333	4960.73933333333	5965.038	5944.40666666667	22153.8993333333	8025.78466666667	5727.69133333333	7553.75466666667	10264.6893333333	9553.13	6729.04666666667	20625.394	8320.87266666667	8488.83466666667	4064.66666666667	9446.27333333333	6606.724	24469.5973333333	3217.33333333333	9310.36333333334	8491.10533333333	6719.13533333333	9982.398	8004.78	10687.15	16049.9306666667	4560.23066666667	4771.434	9411.36066666667	11507.2833333333	7741.66733333333	3380.978	8833.13066666667	3839.912	11544.272	7195.686	25679.3286666667	6052.45066666667	6226.794	9350.44133333333	5057.98	7362.15133333333	2815.912	6116.30466666667	13861.9626666667	6609.39666666667	3905.75533333333
I_Biotin metabolism	4024.258	7237.758	8025.702	8847.512	10102.034	5632.472	5295.478	7276.908	4119.044	9479.212	13065.286	5605.402	8454.324	5094.33	8886.076	3472.97	3115.664	8938.728	11048.58	10641.594	8795.192	4615.374	9546.832	9445.938	16222.818	4354.968	5229.584	5544.716	7517.906	9995.33	5456.24	6736.346	8231.474	19157.16	7126.392	6265.694	15017.262	5093.64	3297.534	4601.14	10017.12	7846.378	3603.528	8140.352	5359.078	5284.766	15506.924	8098.174	12494.186	4853.706	5219.51	13863.006	7724.664	3892.848	6175.598	8846.53	4174.956	7745.47	7151.332	5899.958	5599.034	9644.984	2739.236	6304.484	7487.536	17057.604	9795.048	10481.882	1995.056	6801.712	8125.266	12117.392	9369.076	11132.684	4733.59	2884.4	1471.528	4334.578	6143.254	10349.524	7531.11	3896.894	4853.18	6559.432	16646.574	8099.89	5300.63	8455.642	6698.902	7756.348	6061.55	21352.214	7275.13	7451.766	3111.08	6940.098	4821.598	21006.692	2911.792	6823.062	6605.296	5398.446	7941.872	7326.16	6375.188	7632.882	3356.91	3707.13	7943.04	7944.734	7191.194	2299.792	7458.318	3607.708	10678.084	4889.512	20260.366	4475.95	4702.71	5371.69	4244.316	5267.456	2589.2	6683.652	12435.008	6158.172	4136.602
I_Lipoic acid metabolism	4161.79	3855.845	6314.3	7075.7	4150.985	4524.41	4251.96	5145.57	2375.9	3553.79	11980.47	2870.99	5741.905	2891.08	6615.545	1869.12	1356.35	9596.21	9664.97	7828.09	5258.53	3265.605	7876.32	4660.74	10106.58	3113.45	3588.43	3516.67	5019.015	7845.88	3908.64	4641.52	5108.91	13083.28	4081.88	486.385	9259.905	2694.77	1887.48	3124.875	5950.99	5219.21	3091.785	2038.005	3162.57	3542.02	11411.545	4758.035	7042.44	2205.07	3966.91	10940.305	5471.65	3218.38	3548.32	6924.91	1750.875	2215.97	3965.48	4589.39	6398.115	7914.94	1437.12	4825.6	5577.15	11727.405	6170.42	6452.17	1348.56	4267.29	8175.3	6487.185	5470.25	4770.25	2922.56	1240.04	450.06	3561.63	3839.94	12212.875	6506.42	3062.24	3354.85	4398.27	10038.29	4974.26	3881.05	6235.58	4291.33	6246.05	4669.1	20612.06	5550.23	5552.63	2039.15	4470.615	3337.665	10187.76	1496.12	3721.595	4591.825	3755.31	5107.23	4298.72	3623.2	4155.12	2424.995	1749.305	5058.29	4492.63	4577.585	1370.32	4535.935	2546.02	9664.02	2735.665	13080.755	2315.81	2776.34	2002.05	2180.875	3367.09	1858.73	3976.46	8445.63	4791.7	3588.33
I_Folate biosynthesis	3968.54416666667	4468.02833333333	6256.7175	7222.5425	6455.47083333333	4756.675	4328.51416666667	5757.21333333333	3210.43416666667	6959.26916666667	11498.7508333333	4535.1775	7623.92416666667	4199.38	7945.8625	3104.255	2506.77	8734.51666666667	9532.21666666667	8950.99916666667	6664.45416666667	3382.61166666667	8443.0775	6864.74333333333	11599.5016666667	3850.6675	4322.9825	5149.28916666667	5611.58166666667	9007.58083333333	4864.40916666667	6174	6026.73833333333	14924.9033333333	5168.04333333333	4408.54916666667	9608.71416666666	4119.90333333333	2538.8375	3602.73083333333	7900.44666666667	6228.55583333333	3054.79416666667	4372.89416666667	5192.12416666667	4421.05916666667	11820.1616666667	6198.83	9211.7575	3717.92583333333	4165.6625	9838.3175	6400.48166666667	3515.50833333333	5311.6625	6785.2075	3036.10916666667	5647.21166666667	5479.9325	4466.24083333333	7937.63333333333	8837.19	1940.1925	4848.305	5630.9825	13769.5483333333	8619.78583333333	7712.8725	1596.0325	5094.2375	7899.23833333333	10449.3433333333	6802.3175	7241.5025	3729.09	2275.02833333333	1350.99666666667	3854.58166666667	4641.4875	11439.465	6870	3355.21333333333	4086.90333333333	4876.99666666667	14420.6675	6020.03083333333	4379.59583333333	6404.68166666667	5025.86666666667	6229.165	5402.14583333333	19681.2183333333	5787.13916666667	6779.83666666667	3053.29833333333	5268.365	4032.55666666667	16741.37	2172.82916666667	5435.37666666667	5403.66333333333	4582.51666666667	5961.63916666667	5524.19833333333	5330.39666666667	8382.49	2152.70833333333	2608.0525	6068.49666666667	6749.52666666667	5137.94333333333	2531.25083333333	5107.3775	2554.06416666667	9385.72	3848.60833333333	18351.6141666667	3607.40166666667	3755.40916666667	4077.56833333333	2888.01166666667	4547.13916666667	2271.04833333333	4895.60666666667	9413.4975	4925.61916666667	3696.70583333333
L_Atrazine degradation	433.32	198.107142857143	1112.20714285714	774.102857142857	1257.61714285714	587.31	1259.56428571429	755.648571428571	256.93	274.251428571429	1984.44285714286	163.001428571429	337.427142857143	359.917142857143	236.642857142857	159.428571428571	70.6414285714286	607.72	662.857142857143	1541.85714285714	479.215714285714	543.821428571429	651.401428571428	305.894285714286	397.5	297.498571428571	173.037142857143	640.551428571429	1293.20428571429	379.37	140.732857142857	319.061428571429	520.944285714286	958.25	268.188571428571	877.857142857143	357.385714285714	314.071428571429	263.878571428571	262.342857142857	397.498571428571	1002.09142857143	163.214285714286	228.857142857143	85.75	693.964285714286	753.364285714286	373.631428571429	381.124285714286	144.692857142857	581.5	841.178571428571	375.194285714286	86.8928571428571	386.465714285714	1196.78	55.7485714285714	242.714285714286	181.321428571429	504.448571428571	90.1428571428571	523.141428571428	119.045714285714	155.237142857143	2191.85714285714	1072.00285714286	367.822857142857	881.17	280.85	248.998571428571	1885.95285714286	278.992857142857	740.535714285714	219.071428571429	416.748571428571	167.892857142857	119.571428571429	63.6071428571428	388.714285714286	2146.57142857143	131.01	642	410.285714285714	978.704285714286	297.465714285714	1691.52571428571	455.597142857143	668.25	114.927142857143	895.988571428571	450.592857142857	1255.11142857143	810.878571428571	2124.74285714286	359.574285714286	155.96	501.577142857143	225.714285714286	71.2657142857143	293.037142857143	548.598571428572	515.964285714286	635.098571428572	305.704285714286	341.047142857143	841.678571428571	225.75	60.3814285714286	194.854285714286	371.928571428571	495.188571428571	197.357142857143	273.93	179.571428571429	1391.54714285714	345.855714285714	657.035714285714	206.408571428571	100.964285714286	271.892857142857	147.142857142857	165.927142857143	409.862857142857	146.814285714286	1983.94142857143	427.178571428571	1702.61857142857
I_Retinol metabolism	0	0	518.507777777778	0	562.232222222222	244.894444444444	415.912777777778	0	0	0	966.961666666667	0	223.785555555556	193.073888888889	0	116.483333333333	0	0	246.835	0	243.728333333333	304.486111111111	0	427.073333333333	0	260.503888888889	194.556111111111	0	0	349.692777777778	0	0	0	0	162.802777777778	0	578.75	215.265	119.205555555556	0	431.425555555556	0	0	0	120.897222222222	0	0	221.705	420.998333333333	0	211.564444444444	0	0	0	0	0	0	282.706666666667	0	0	0	0	115.982777777778	0	0	668.533333333333	395.471666666667	0	0	0	742.492777777778	267.652777777778	386.198888888889	0	195.748888888889	0	0	0	282.121666666667	0	0	0	0	0	0	0	355.836111111111	368.698888888889	0	415.200555555556	0	3536.20333333333	294.477777777778	521.428888888889	0	192.26	0	0	96.9094444444444	0	283.546111111111	0	0	212.341666666667	231.911666666667	0	170.867777777778	153.263333333333	0	269.940555555556	0	95.2122222222222	503.225	0	0	191.305555555556	444.348888888889	0	0	197.054444444444	0	0	116.988333333333	163.449444444444	662.067222222222	280.64	0
I_Porphyrin metabolism	1848.16056603774	4158.30509433962	3143.18924528302	3914.56490566038	5708.72622641509	2206.6158490566	3019.56490566038	3099.65754716981	1739.14075471698	5905.4379245283	6669.99924528302	2872.87188679245	3804.91886792453	2233.74075471698	5219.22056603773	2339.70811320755	1910.63037735849	3391.18169811321	3137.54150943396	4642.78981132075	3850.96603773585	1850.46811320755	3235.55566037736	5181.86849056604	6523.73075471698	2794.36169811321	2598.2820754717	2102.51905660377	3457.38660377358	5245.77566037736	3234.7641509434	3566.97528301887	3433.22849056604	7088.80735849056	3164.93452830189	3820.23905660377	5661.77	2610.52320754717	1345.53113207547	1855.26943396226	6030.46698113208	3818.64113207547	2208.6341509434	5485.03754716981	2869.46018867925	2523.87509433962	5831.32169811321	4004.56981132075	5442.55056603774	3055.79358490566	1683.04981132075	4825.04754716981	3006.29622641509	1900.37301886792	3047.78075471698	2910.49245283019	2626.86018867924	4976.89773584906	3128.67735849056	1896.23245283019	2890.66433962264	3458.05547169811	1218.07660377359	3598.91301886792	2531.49	7421.30547169811	4981.29603773585	4405.25698113208	1125.81452830189	2730.05283018868	4182.19339622642	7298.14301886792	3723.56754716981	5570.36188679245	2078.21113207547	1704.76188679245	1005.22830188679	2136.86301886792	2247.3520754717	6117.64886792453	2973.48433962264	1895.45641509434	2207.92301886792	2307.29150943396	8911.35471698113	3204.19056603774	2337.9558490566	2879.35735849057	4298.51716981132	3597.17735849057	2593.37735849057	8290.25320754717	2974.51377358491	4677.10924528302	1608.20490566038	3148.3341509434	2453.98396226415	12628.6011320755	1196.5579245283	3363.57660377358	3253.50641509434	2328.13150943396	3761.38169811321	3182.09433962264	4275.96566037736	5284.67716981132	1968.12094339623	1914.83943396226	3211.68528301887	4247.94603773585	2888.81301886792	1219.55943396226	3443.06037735849	1556.41339622642	4728.79754716981	3033.37471698113	9518.76113207547	2322.30603773585	2341.37490566038	3745.98867924528	2098.16264150943	2654.09471698113	1040.80943396226	2390.80811320755	5981.99150943396	2450.10905660377	2319.01716981132
