pathway	description	ERR1513669	ERR1513670	ERR1513671	ERR1513672	ERR1513673	ERR1513674	ERR1513675	ERR1513676	ERR1513677	ERR1513678	ERR1513680	ERR1513681	ERR1513715	ERR1513716	ERR1513717	ERR1513718	ERR1513719	ERR1513721	ERR1513722	ERR1513723	ERR1513724	ERR1513725	ERR1513726	ERR1513727	ERR1513728	ERR1513729	ERR1513730	ERR1513731	ERR1513732	ERR1513733	ERR1513734	ERR1513735	ERR1513736	ERR1513737	ERR1513738	ERR1513739	ERR1513740	ERR1513741	ERR1513742	ERR1513743	ERR1513744	ERR1513745	ERR1513746	ERR1513748	ERR1513749	ERR1513750	ERR1513751	ERR1513752	ERR1513753	ERR1513754	ERR1513755	ERR1513756	ERR1513757	ERR1513758	ERR1513759	ERR1513760	ERR1513761	ERR1513762	ERR1513763	ERR1513764	ERR1513765	ERR1513766	ERR1513767	ERR1513768	ERR1513769	ERR1513770	ERR1513771	ERR1513772	ERR1513774	ERR1513775	ERR1513776	ERR1513777	ERR1513958	ERR1513959	ERR1513960	ERR1513961	ERR1513962	ERR1513963	ERR1513965	ERR1513966	ERR1513967	ERR1513968	ERR1513969	ERR1513970	ERR1513971	ERR1513973	ERR1513974	ERR1513975	ERR1513976	ERR1513977	ERR1513978	ERR1513979	ERR1513980	ERR1513981	ERR1513983	ERR1513984	ERR1513985	ERR1513986	ERR1513987	ERR1513988	ERR1513989	ERR1513990	ERR1513991	ERR1513992	ERR1513993	ERR1513994	ERR1513995	ERR1513996	ERR1513997	ERR1513998	ERR1513999	ERR1514000	ERR1514001	ERR1514002	ERR1514003	ERR1514004	ERR1514005	ERR1514006	ERR1514007	ERR1514008	ERR1514009	ERR1514010	ERR1514011	ERR1514012	ERR1514013	ERR1514014	ERR1514015
ko00330	F_Arginine and proline metabolism	1994.0506349206348	4469.7965079365085	4175.61888888889	5141.996825396827	5702.845873015872	2982.7704761904765	2836.9234920634926	3901.2296825396834	2198.054761904762	5809.885555555557	8064.183968253968	3005.413492063492	4790.25492063492	2860.4365079365084	6633.415396825398	2268.9552380952387	1981.878095238095	3850.359523809523	5140.321746031746	5694.820158730158	4206.837142857143	2290.9239682539687	4294.208412698413	5425.651111111111	7271.610476190475	2763.738253968254	2796.0528571428563	2712.024285714286	3937.456666666665	6370.237777777779	3688.42634920635	4102.002063492064	3882.177460317461	9135.55015873016	3411.6034920634925	3480.9001587301595	6890.705396825397	2974.3119047619048	1438.1096825396828	2516.009682539683	6028.210476190475	4205.652698412698	2153.373174603175	4959.33	3170.9312698412696	3003.131904761906	7802.363174603174	4686.003174603174	5798.814126984126	3154.571111111111	2421.300793650794	6752.495555555556	3787.1563492063497	2415.053174603175	3687.2342857142858	4088.260634920635	2715.502857142857	4834.644603174602	3567.1215873015867	2403.3626984126986	3790.78746031746	4752.363015873016	1398.3025396825396	4074.6136507936494	3209.1869841269845	8416.026349206351	5843.301746031745	5361.140793650795	1237.4409523809522	3425.568412698413	4955.866190476188	7989.28253968254	4540.409523809524	5940.920317460318	2504.1976190476184	1973.3080952380956	1032.163015873016	2582.643968253968	3036.363492063492	7806.586825396828	2852.3753968253964	2091.345238095238	2581.692063492064	2967.7149206349204	9500.188095238096	4125.589047619045	2888.732698412699	3926.77761904762	3746.027301587302	4824.9138095238095	3331.667936507936	8423.886825396825	4062.3603174603168	5352.772539682537	1858.611587301588	4118.705873015873	3039.5053968253974	13660.059682539688	1398.6365079365078	3992.886507936508	3932.437619047618	3058.5907936507933	4859.063015873016	3585.308253968253	4476.120000000001	6143.751746031747	2065.1449206349207	2027.143015873016	3949.5957142857137	4920.752222222222	3499.007777777778	1525.9430158730156	3858.163968253969	1862.977936507936	4808.859682539684	2978.6926984126976	11340.555079365084	2608.908888888889	2671.664126984127	3640.6280952380953	2329.7560317460325	3413.819206349206	1404.4187301587308	2988.7601587301574	7237.093492063492	3096.046349206349	2918.9236507936503
ko00340	F_Histidine metabolism	2631.4457894736843	7173.077894736841	5604.912631578947	6839.25894736842	8310.882631578945	4452.568421052631	5176.681052631579	5251.487894736842	3488.473684210527	9797.565789473683	12751.35210526316	5230.603157894737	7792.604736842105	4624.984210526316	11320.591052631578	3778.102105263158	3527.719473684211	5301.946315789474	7903.52157894737	7519.582631578949	6394.26789473684	3334.2573684210524	6007.879473684211	9245.964210526314	11417.455263157895	4286.596315789475	4963.608947368422	3454.0626315789477	4310.658421052632	10883.14894736842	6201.552631578948	6921.435263157896	6062.096315789474	12840.532631578946	5100.241578947369	5588.841052631579	10181.584736842104	4858.826842105264	1843.453684210527	4195.873157894736	10481.601578947368	5294.014736842107	3608.231578947368	8799.85	5483.306315789474	4121.803684210526	12978.954210526315	8000.614736842103	9045.40947368421	5587.142631578947	3147.2805263157898	9600.177894736842	5986.085789473685	4150.140000000001	5947.540000000001	4854.681052631579	4770.797368421052	8109.424210526317	5848.051052631578	2945.6752631578947	6818.187894736843	7088.978947368421	2270.951052631579	6776.356315789475	4192.463157894737	13282.575263157898	10276.435263157897	7910.355789473685	1830.741578947368	5192.1163157894725	7334.878421052632	13949.05842105263	6590.697368421054	9828.428421052631	3827.2926315789455	3417.498947368422	1808.5757894736844	4507.784736842105	4462.384210526315	11647.532631578948	5788.73947368421	2845.826315789473	3978.1147368421057	3426.5021052631582	16125.925263157897	4364.237368421053	4345.272631578948	5474.926315789475	6402.759473684212	7250.68947368421	5242.581052631579	15667.007894736846	5848.796315789475	7187.356842105263	2908.467368421053	7115.448947368423	4402.067368421052	18790.68421052632	2337.7431578947367	7074.093157894737	5895.224210526317	4594.677368421052	7734.797894736842	6237.1089473684215	7385.278947368421	10138.713157894736	3240.142631578948	3531.0642105263164	5957.402631578949	8266.794210526317	5157.056315789474	2296.7757894736847	6334.685263157895	2815.368421052632	8158.405263157895	5089.962105263158	19146.57	4251.585789473684	4452.063684210526	6318.242631578947	3615.502631578947	5811.577894736841	1877.5336842105264	4899.354736842106	10775.172105263158	4522.125789473685	3122.157368421052
ko00350	F_Tyrosine metabolism	857.8219354838709	1416.108064516129	1809.745806451613	2636.7125806451613	2263.453225806452	1177.9767741935484	1794.2132258064516	1897.924838709678	819.3396774193548	1822.5135483870968	4182.086774193548	956.2316129032258	1459.6416129032257	950.6293548387098	1992.983548387097	824.0190322580645	621.8345161290322	1748.012258064516	1746.7370967741938	2601.013548387097	1487.400322580645	1054.693225806452	1512.614838709677	1713.6809677419358	2288.940322580645	948.468387096774	946.661935483871	941.3154838709678	1854.425483870968	1986.7048387096772	1150.0864516129031	1453.196129032258	1617.6664516129033	2987.6529032258068	1164.7629032258064	1079.2332258064514	2301.488387096774	967.6345161290322	610.4516129032259	780.8712903225808	2016.455483870968	1601.9996774193546	907.6012903225808	1497.145161290323	1031.1929032258065	1151.031935483871	2414.468064516129	1458.028709677419	1997.7619354838707	1007.3770967741935	893.5216129032258	2790.1048387096776	1429.7274193548387	757.7025806451612	1280.3077419354838	1663.994193548387	794.0848387096773	1419.110322580645	1165.501935483871	960.1312903225806	1197.7590322580645	1866.070322580645	442.1361290322581	1243.421935483871	1810.9087096774192	2899.0948387096773	1813.9270967741932	1992.007096774193	676.3077419354838	1169.22064516129	2632.528064516129	2402.4570967741934	1601.1145161290324	1787.225806451613	824.2858064516128	553.5251612903226	313.0912903225806	778.4367741935484	1042.5364516129034	3297.316774193549	3843.421935483872	858.5864516129033	1015.8380645161292	1234.452258064516	2963.423225806452	1869.4629032258067	1457.3012903225806	1466.51935483871	1330.3796774193547	1895.717419354839	1387.5964516129031	10733.967741935485	1442.4429032258065	2206.2548387096776	785.8045161290323	1284.156129032258	1177.3477419354838	6307.156129032258	475.428064516129	1233.173870967742	1389.1251612903225	1026.0370967741935	1606.887741935484	1209.721935483871	1451.451612903226	2447.086451612903	793.473870967742	642.5725806451613	1323.803548387097	1569.5425806451613	1263.2809677419357	535.62	1857.4112903225807	757.1145161290324	4530.992580645162	1163.1151612903225	3713.389677419355	979.6074193548388	850.3322580645162	1213.2129032258065	790.0183870967742	1021.8445161290324	560.3919354838711	887.4303225806451	2787.392580645161	1106.1025806451612	1415.4648387096777
ko00360	F_Phenylalanine metabolism	1251.358846153846	1855.4415384615384	2797.5750000000003	2781.8703846153844	2508.9526923076924	1406.218846153846	2094.486923076923	2156.709615384615	945.8119230769232	2156.8530769230774	5107.899230769231	1164.911153846154	1827.1303846153849	1385.5684615384614	2337.4915384615383	905.5330769230768	777.7665384615385	2336.5565384615384	2870.964615384616	3322.266153846154	1816.2303846153843	1470.3657692307693	2387.466923076923	2132.700384615385	3094.148076923077	1302.646153846154	1139.4384615384615	1515.5507692307692	2687.529230769231	2585.2888461538464	1447.5415384615385	1702.345	2050.862692307692	4635.148461538461	1550.5461538461536	1059.6646153846154	3343.511153846154	1286.35	882.8888461538462	1105.455384615385	2363.7603846153847	2552.0315384615383	1007.241923076923	1655.7346153846154	1234.046923076923	1785.098846153846	3391.6688461538456	1887.461923076923	2537.269230769231	1151.1046153846155	1554.283076923077	3536.362692307692	1768.5338461538463	956.6546153846152	1744.236153846154	2834.8607692307696	928.026153846154	1919.8519230769232	1481.6115384615382	1631.1011538461537	1507.5053846153846	2256.105769230769	615.4511538461539	1569.7519230769233	1621.966923076923	3769.072692307692	2157.8976923076925	2971.356923076923	740.4326923076923	1593.3811538461537	2995.1215384615384	2755.993461538462	2316.018461538461	2448.5169230769234	1306.6396153846154	647.2076923076924	324.5846153846154	995.8384615384616	1521.0615384615385	3564.745384615385	2618.081153846154	1106.1176923076923	1508.3761538461538	2078.661923076923	3538.653461538461	3043.9723076923083	1408.628846153846	2369.673076923077	1665.2134615384616	2723.8753846153845	1587.3715384615386	8203.376538461538	2201.308846153846	2481.331923076923	866.1492307692308	1802.2184615384613	1523.6288461538463	5743.054999999999	561.0973076923077	1532.1873076923075	1892.5969230769228	1586.5219230769228	2376.3469230769238	1475.4980769230767	1652.673076923077	2544.2792307692307	958.0153846153846	793.1192307692307	1644.4965384615386	2001.2296153846155	1691.6446153846152	720.1696153846153	1950.8342307692308	972.1942307692308	3985.162307692308	1288.005769230769	4672.457692307692	1099.7519230769233	983.7873076923078	1358.0411538461535	937.3419230769232	1378.309230769231	925.1988461538464	1259.825	3769.6484615384616	1562.7415384615383	1867.2326923076923
ko00361	L_Chlorocyclohexane and chlorobenzene degradation	292.74300000000005	251.85	707.883	1775.801	497.148	346.841	1184.9209999999998	828.789	243.94	294.99	1938.535	229.65	234.048	261.383	417.333	158.27	116.317	385.379	424.5	965.85	182.0	375.417	342.009	241.55	387.9	406.4	151.55	288.286	618.403	509.8	297.414	279.688	297.536	592.1700000000001	169.307	346.0	364.605	185.117	130.964	194.25	463.504	517.914	245.467	236.8	185.267	385.823	531.61	258.4	233.336	252.893	291.1	1592.188	408.256	155.217	350.66700000000003	572.85	128.15	114.417	160.65	245.014	96.8	439.767	90.657	357.294	83.5	742.336	394.783	670.723	290.37	176.35	1158.374	470.504	353.45	162.683	219.65	116.34	109.6	178.933	219.467	1285.7959999999998	1224.2	275.6	340.52	473.023	468.7	828.403	551.259	387.48	450.55	652.3100000000001	492.984	3698.924	517.3309999999999	831.354	234.476	244.838	354.299	533.85	122.751	254.833	407.625	297.16700000000003	525.443	353.46	349.65099999999995	719.95	266.15	120.87	170.45	442.383	396.041	156.15	448.89	181.45	1589.383	260.05	626.9069999999999	248.804	148.083	339.333	186.1	167.377	228.521	145.43099999999998	1020.84	312.887	676.168
ko00362	L_Benzoate degradation	602.47	1138.1781578947368	1622.3626315789477	1618.873157894737	1779.634210526316	1070.2336842105265	1999.0794736842104	1595.7134210526317	596.0318421052632	1572.4281578947368	4226.454736842106	677.1692105263159	1021.2486842105262	721.8473684210527	1603.8176315789476	639.2686842105264	444.0718421052632	1068.656052631579	1048.595789473684	2289.007894736842	965.342105263158	986.4302631578948	1012.0923684210528	1215.7763157894738	1557.4157894736843	603.5515789473684	623.0894736842106	677.1365789473684	1525.4857894736842	1492.4407894736842	936.9823684210528	955.4763157894736	1037.6286842105262	1952.0263157894735	821.5336842105264	869.9944736842106	1440.379736842105	732.5313157894738	405.53447368421047	519.2897368421052	1525.3813157894738	1377.122894736842	637.6642105263157	1299.245	665.3776315789473	915.224210526316	1552.1868421052634	1092.3113157894738	1337.858947368421	787.4063157894738	660.6123684210526	1293.7752631578946	850.0684210526315	517.8052631578948	952.8015789473684	1211.4428947368422	689.0871052631578	1223.287894736842	730.15	660.3705263157894	541.7160526315789	745.2223684210527	332.0	1024.3989473684212	844.6694736842106	2162.4694736842102	1210.0549999999998	1437.543947368421	685.327894736842	805.3021052631578	3633.518947368421	1640.707894736842	1112.1828947368422	1435.5634210526316	649.6639473684211	429.1336842105263	255.04763157894732	544.561052631579	714.6684210526315	3635.7894736842095	4618.3673684210535	718.2057894736841	734.9457894736843	968.5113157894737	2074.3173684210524	1546.3339473684211	1274.6571052631575	1027.141052631579	1149.2305263157896	1571.867894736842	1023.0892105263158	12599.325263157893	1107.275	3182.7931578947364	717.207105263158	938.5410526315789	824.7223684210526	4101.885263157895	327.4026315789474	886.7815789473683	1065.9236842105263	779.4581578947369	1299.725789473684	745.0678947368422	1234.879736842105	1774.010526315789	558.2086842105264	495.1218421052631	757.6392105263158	1255.3049999999998	835.846842105263	396.8584210526316	1665.6831578947367	491.6365789473685	5370.138421052632	802.5042105263159	2398.952631578947	666.4965789473684	566.8165789473684	1105.5281578947368	646.4023684210526	759.3265789473684	441.3286842105263	516.1576315789474	2877.817368421053	713.21	2122.6605263157894
ko00363	L_Bisphenol degradation	0.0	0.0	1372.7300000000002	0.0	0.0	768.3716666666666	1917.22	1524.4466666666667	761.1750000000001	0.0	2794.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2206.36	0.0	1085.3633333333337	1277.3566666666666	0.0	0.0	0.0	0.0	785.71	1803.775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1430.7033333333331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3497.7333333333336	0.0	0.0	696.5383333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1038.4833333333331	1196.755	0.0	1702.5183333333334	1012.8116666666666	13083.055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	869.1133333333333	659.9283333333334	0.0	0.0	0.0	682.3783333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1290.255	0.0
ko00364	L_Fluorobenzoate degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	389.3375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4179.3	0.0	0.0	0.0	0.0	0.0	821.9524999999999	0.0	0.0	479.24125	0.0	11320.07125	407.3925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4533.04125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ko00380	F_Tryptophan metabolism	681.9619354838711	823.0935483870968	1489.2683870967742	2436.9816129032256	1759.604193548387	1103.3270967741937	2234.9341935483867	1558.0670967741935	595.2819354838709	1211.4190322580644	5252.628387096774	606.2306451612903	1058.3916129032257	665.478064516129	1401.6093548387096	554.3380645161291	354.7716129032258	1292.7167741935484	1048.660967741935	2194.826451612903	861.2367741935483	846.8864516129033	1071.2748387096774	1093.447741935484	0.0	0.0	614.1396774193549	683.2354838709678	1356.7829032258066	1453.8567741935483	874.7532258064516	1010.171935483871	998.99	1622.073870967742	712.0390322580645	679.2883870967743	1147.064193548387	687.5712903225806	405.2219354838709	544.2393548387096	1530.375806451613	1225.522258064516	0.0	0.0	0.0	885.9632258064516	1442.2690322580645	954.3703225806452	1130.8109677419354	711.4364516129032	623.4741935483871	2087.6477419354837	916.7367741935484	511.2054838709677	929.6887096774194	1243.3403225806453	562.8551612903225	847.4680645161291	567.1800000000001	622.4809677419356	643.2429032258065	1255.1503225806453	285.7103225806452	1008.2154838709678	1517.2506451612903	2348.187741935484	1236.2203225806452	1299.1829032258065	678.22	711.9867741935484	3164.7267741935484	1593.0183870967742	946.5496774193548	1075.5048387096774	660.2006451612904	0.0	0.0	555.0412903225806	740.8058064516129	3399.088387096774	2684.925806451613	0.0	719.7012903225807	957.8745161290324	2056.004193548387	1581.0993548387098	1291.0045161290325	958.963870967742	0.0	1731.460322580645	1042.8525806451612	8382.54870967742	1200.4022580645162	2925.3280645161294	725.2522580645161	820.2	774.7225806451613	2831.6383870967743	298.4745161290322	954.9322580645162	1122.6354838709676	742.221935483871	1216.8367741935483	727.3119354838709	1181.1748387096773	1456.0790322580644	614.8996774193548	394.44322580645166	835.3103225806451	1190.1425806451612	936.5412903225806	386.9483870967742	1133.5103225806452	388.91516129032254	4022.835806451613	730.1287096774192	2192.93064516129	653.241935483871	537.9570967741935	893.5903225806453	482.1361290322581	690.4054838709677	454.5525806451613	440.4177419354839	2668.721935483871	844.8835483870968	1919.3948387096773
ko00400	F_Phenylalanine, tyrosine and tryptophan biosynthesis	3449.656451612903	6996.312258064518	5650.194193548388	7389.5419354838705	8988.819354838708	4178.408064516128	4210.80806451613	5067.936774193548	3317.390645161291	9857.23806451613	11380.990645161291	4858.135161290323	7338.935806451612	4342.865806451614	10515.09677419355	3806.0441935483873	3191.8670967741928	7330.429032258065	7495.857096774193	7925.483548387098	6777.856129032257	3218.8616129032253	5960.872580645163	9050.34129032258	11413.25258064516	4001.280000000001	4593.998387096774	3678.053870967743	5454.503548387097	10010.97451612903	6171.124193548387	7284.500322580646	6281.412903225807	12384.017096774192	5588.032580645161	6392.295806451613	9641.7064516129	4817.319677419356	2410.048387096774	3955.336451612903	10129.360322580647	5770.574193548387	3511.8493548387105	8637.38870967742	5482.720322580646	4356.551935483872	12305.467096774191	7533.152580645163	9632.833548387098	5271.036774193549	3130.916129032258	8964.371935483872	5812.964838709678	3912.146451612905	5971.699032258063	5243.856774193549	4599.695806451612	8134.397096774193	5522.871290322579	3397.996129032259	6317.1758064516125	7559.863225806452	2182.133548387097	6642.345161290322	5301.344516129032	13188.047741935485	10018.19741935484	7475.982580645161	1704.876129032258	5094.74064516129	6783.432258064517	13447.85064516129	6518.535161290323	9733.300322580644	3742.5993548387087	3341.71741935484	1736.726129032258	4123.784193548386	4389.215161290322	11104.452580645162	6471.953870967742	3407.7448387096783	3885.40806451613	3996.4170967741934	15448.9464516129	5242.790645161292	4008.5387096774193	5229.262903225808	6784.876129032259	6709.665806451613	4732.343225806452	16931.149354838704	5608.093548387096	6542.582580645162	2857.67870967742	6678.0122580645175	4268.011935483871	17013.545806451617	2267.157096774193	6428.985806451614	5906.389677419354	4503.197741935484	7057.144838709678	5641.94258064516	7679.014193548388	10701.524838709676	3322.220322580645	3336.6206451612907	6384.857741935485	7803.532903225805	5510.385806451612	2344.6487096774194	6030.188387096774	2551.035483870968	8615.493548387096	4886.839032258064	18895.884193548387	4071.405483870968	4342.519677419354	6180.070967741935	3536.949354838709	5251.865161290322	1914.299032258064	4395.029677419354	9418.04	4585.891935483872	2842.870645161291
ko00410	G_beta-Alanine metabolism	1920.691875	2141.929375	3786.8875	3920.5975	3869.01	2444.255	3187.6075	3546.5868749999995	1574.7075000000002	3551.6225	7459.575625	0.0	3218.764375	1968.78	3748.045	1353.385625	0.0	3803.18375	4158.335	5344.0475	0.0	1968.44375	3424.40125	3379.4575	0.0	0.0	0.0	2223.366875	3353.3318750000003	4199.610000000001	0.0	2813.42	2768.366875	6099.849375000001	2234.475625	2350.16625	0.0	0.0	1125.52625	0.0	4095.6025	0.0	0.0	3003.590625	0.0	0.0	4905.813125000001	2860.78125	0.0	0.0	0.0	0.0	2688.044375	1514.291875	0.0	3697.141875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6159.680625	3792.42625	3885.8275	1210.605	0.0	5195.900624999999	4671.212500000001	0.0	3678.390625	1964.02375	0.0	0.0	0.0	2225.023125	6244.8525	3967.321875	1812.9993750000003	0.0	0.0	6175.3975	4153.121249999999	2643.67375	3006.0562500000005	0.0	4071.68125	2777.4575	11908.31	3256.78375	4288.1775	1473.6899999999998	0.0	0.0	6979.98125	895.713125	2469.4043750000005	2861.9393750000004	0.0	3459.99875	0.0	3037.27625	3463.714375	1329.2418749999997	1299.939375	0.0	3131.4681250000003	2499.601875	1131.92375	0.0	0.0	5965.750625000001	0.0	7450.23875	0.0	1631.9075	2387.26375	0.0	0.0	1302.520625	0.0	5733.391875	2264.146875	2861.895625
ko00430	G_Taurine and hypotaurine metabolism	2115.03125	3060.24875	4033.92	5205.70875	5166.69625	3207.6875	2625.90125	3949.43375	2061.1275	4742.41125	8064.84	2458.53125	4372.05875	2554.6025	5271.35	1901.12375	1554.5862499999998	4449.685	5496.765	5842.0625	3986.12125	2079.1400000000003	5195.895	4477.80125	7003.735000000001	2514.79375	2537.30375	2956.65625	3820.8975	5554.96	3426.92	3324.66375	3627.33875	8787.670000000002	3171.0075	2411.6325	6171.20875	2571.20125	1391.7375	2346.88	4944.696249999999	4049.095	1857.8	3756.63375	2727.9175	2874.00875	7245.92	4129.1587500000005	5335.565	2529.05625	2547.1875	6978.0075	3558.9612499999994	2089.6375000000003	3271.4437499999995	4198.2675	2175.35125	3639.0825	3197.5025	2451.8050000000003	3747.8925	5593.00625	1231.44125	3515.4300000000003	0.0	7748.6775	4717.9975	4976.4025	1220.5500000000002	3255.88375	5179.8462500000005	6712.35375	4253.094999999999	4767.016250000001	2346.4675	1427.5275	787.46875	2481.30375	2741.3250000000003	7611.43375	3929.44	1955.375	2311.0637500000003	3143.0225	8218.32125	4321.44875	3063.12125	3899.9275	3513.6775	4387.64875	3221.84625	11031.665	3966.80375	5127.10375	1835.52125	3157.135	2873.64375	14204.62	1296.57875	3421.98125	3516.78125	2859.5637500000003	4275.24625	3163.33375	3858.40125	5405.31	1899.8275	1636.2050000000002	3120.165	4343.205	3704.9025	1263.5124999999998	3557.13875	1808.47875	5580.3425	2530.6025	10133.42875	2457.185	2186.17875	2854.9975000000004	1946.74375	3131.49375	1375.8049999999998	2684.3775	6602.3125	2768.18625	3002.335
ko00440	G_Phosphonate and phosphinate metabolism	262.495	853.3557142857143	867.1035714285715	1220.5800000000002	883.527142857143	643.4342857142857	712.2835714285715	1002.3842857142856	498.48428571428576	981.504285714286	1785.512142857143	680.2392857142858	879.1328571428572	571.0314285714286	1078.587142857143	428.80142857142863	445.22357142857135	469.88214285714287	465.8121428571429	1129.292857142857	1028.235	567.215	1073.1585714285711	779.715	1200.325	514.4735714285714	656.7114285714285	831.7114285714285	835.0185714285715	1071.1371428571429	638.7971428571428	593.1814285714285	919.975	3019.8235714285715	753.4264285714287	554.9257142857143	1879.8578571428573	511.005	258.4707142857143	407.88714285714286	1100.6935714285714	978.1157142857144	380.6542857142857	597.4085714285713	612.8671428571428	657.4221428571428	865.1357142857142	572.1864285714286	1337.3557142857142	471.6485714285714	624.5564285714287	1869.98	828.99	344.5085714285715	701.4785714285715	997.4642857142856	480.9478571428572	1001.3264285714286	905.775	664.0128571428571	726.135	906.6642857142856	284.0592857142857	724.8078571428572	1081.6192857142855	1854.4378571428567	903.1021428571428	1323.9564285714284	299.90785714285715	913.8028571428572	988.472857142857	1578.6457142857143	969.3864285714286	979.1864285714286	497.8614285714285	375.4807142857143	168.345	502.01857142857136	787.5957142857143	1250.0657142857144	1046.43	388.7628571428572	603.7864285714286	639.0442857142858	2102.3857142857146	859.0221428571429	827.092857142857	1107.8835714285713	811.5107142857142	863.3628571428571	762.1264285714286	3308.909285714285	870.0707142857143	958.0121428571427	364.6771428571428	767.5864285714287	661.0249999999999	3912.328571428571	366.9457142857143	784.4842857142858	809.035	520.1828571428571	828.0721428571429	863.5057142857142	747.7778571428571	1074.5578571428573	463.25285714285707	361.4542857142857	924.5871428571428	937.66	864.9599999999999	247.03285714285715	835.152142857143	561.4021428571428	1383.810714285714	524.8571428571429	1962.027857142857	485.8521428571429	493.3614285714286	620.6014285714285	570.4978571428571	672.1700000000001	268.74857142857144	686.4871428571429	1543.12	615.8635714285714	564.47
ko00450	G_Selenocompound metabolism	3114.896666666667	5698.753333333333	5566.332	9064.429333333332	8867.123333333333	3820.5033333333336	4086.978	4985.884	2947.5866666666666	8708.097333333333	10733.554	4065.7926666666663	6328.976	3778.55	8323.243999999999	3023.998	2744.5106666666666	6466.541333333334	6948.373333333334	7284.078666666668	5619.695333333333	2970.516	6342.263333333333	7729.228	10168.875333333332	3267.9526666666666	3922.975333333333	3776.880666666667	5273.822	8233.067333333334	5137.465333333333	5923.522666666668	5669.135333333333	11765.571333333331	4739.484666666667	4773.398	9062.231999999998	4088.056666666667	1883.046	3375.8886666666663	8302.152666666667	5453.424	3050.480666666667	7650.796666666667	4416.3	3913.051333333334	10992.777333333332	6359.33	7865.564666666668	4463.610000000001	3214.462666666667	10386.256	5200.560666666667	3201.302666666667	4958.683999999999	5624.355333333335	3540.1853333333333	6550.283333333334	4569.840666666667	3505.5360000000005	4655.289333333334	7565.883333333334	1940.404	5265.682666666667	6541.992	11347.437333333331	7540.744000000001	7282.656	1528.1966666666665	4353.983333333334	6169.367333333334	10461.538666666664	5888.410000000001	8576.468	3235.2833333333333	2597.692666666667	1399.6159999999998	3634.6886666666655	3769.491333333334	9539.316666666668	4749.973333333332	2812.3586666666665	3596.0533333333337	4286.530666666668	11592.409333333331	5735.710666666668	3648.223333333334	5206.0166666666655	5207.474	6391.977999999999	4105.53	13588.241333333332	5247.774	5651.490666666667	2531.0186666666664	5605.369333333334	4021.549333333334	14941.542666666668	1922.189333333333	5211.0886666666665	5130.517999999999	4047.551333333333	6406.041333333334	4881.510666666667	6132.598	9295.598666666663	2831.1313333333333	2969.5420000000004	5051.059333333334	6471.094	4982.273999999999	1835.0166666666669	5521.703333333334	2361.246666666667	7304.050666666668	3942.904000000001	15485.684	3788.0826666666662	3677.1553333333336	4997.254666666666	3028.68	4501.92	1862.8726666666669	3949.4120000000007	8693.999333333333	4170.009333333333	2934.1566666666668
