sample-id	simpson
ERR1513857	0.8169403895384764
ERR1513858	0.938419375807526
ERR1513859	0.980239188180629
ERR1513860	0.9495983436188398
ERR1513861	0.9416233979889093
ERR1513862	0.9426185107014742
ERR1513863	0.8845227872786074
ERR1513864	0.893494851896733
ERR1513865	0.9219628999510469
ERR1513866	0.952683995538043
ERR1513867	0.9474977730340505
ERR1513869	0.9660277347543115
ERR1513870	0.9579033215899333
ERR1513871	0.9285033585054049
ERR1513872	0.961579821682222
ERR1513873	0.9261700599475158
ERR1513874	0.9079962121516103
ERR1513875	0.905602725324816
ERR1513876	0.9663908706433725
ERR1513877	0.9142608078068197
ERR1513878	0.9398177499217553
ERR1513879	0.8031843606802076
ERR1513880	0.834341821216766
ERR1513881	0.9325550321405356
ERR1513882	0.8527554189504771
ERR1513883	0.8813057243056279
ERR1513884	0.970277026539014
ERR1513885	0.8912177290564887
ERR1513886	0.9710795367910825
ERR1513887	0.9606569348923433
ERR1513888	0.9385868998226452
ERR1513889	0.9372196229806836
ERR1513890	0.9439898000946962
ERR1513891	0.9209728029275573
ERR1513892	0.8882083156112319
ERR1513894	0.9129958510219968
ERR1513896	0.9653726857610606
ERR1513898	0.9579845757529553
ERR1513899	0.8275024275935126
ERR1513901	0.9577257661966632
ERR1513902	0.8101702124244637
ERR1513903	0.6984928857466155
ERR1513904	0.9050098708761004
ERR1513905	0.48357161200234344
ERR1513906	0.9392830774663146
ERR1513907	0.8896909533019285
ERR1513908	0.923475631776196
ERR1513909	0.931363304416214
ERR1513910	0.7277905287740051
ERR1513911	0.8513640668009533
ERR1513912	0.9484738261281288
ERR1513913	0.9488229180877785
ERR1513914	0.9177838278134003
ERR1513916	0.9666175797895818
ERR1513917	0.9480173984222648
ERR1513918	0.9087846784742675
ERR1513919	0.8498834353858871
ERR1513921	0.9428442167098685
ERR1513922	0.8926772945774383
ERR1513923	0.8614405861534881
ERR1513924	0.934880305595904
ERR1513925	0.961438379250295
ERR1513926	0.8682779735011115
ERR1513927	0.9485520708777054
ERR1513928	0.9322189809724819
ERR1513929	0.8552642666260062
ERR1513930	0.9441171985972121
ERR1513931	0.9619951207376675
ERR1513932	0.8873014790263946
ERR1513933	0.969760410564245
ERR1513934	0.951979792791853
ERR1513935	0.9559020616488376
ERR1513937	0.7973460985964096
ERR1513938	0.8240666805768444
ERR1513939	0.9523860636069625
ERR1513940	0.9700703801491064
ERR1513942	0.6065091606545274
ERR1513943	0.9280419151104655
ERR1513944	0.5412149202706064
ERR1513946	0.8696994197850878
ERR1513947	0.967616705053407
ERR1513948	0.9636402667544078
ERR1513949	0.8975194408108563
ERR1513950	0.866198468810439
ERR1513951	0.8296080138673771
ERR1513952	0.927566427786115
ERR1513953	0.9597952395091848
ERR1513954	0.8841927549374443
ERR1513955	0.943882464348482
ERR1513956	0.9326794212296062
ERR1513957	0.9639763179224614
ERR1513958	0.8987211999133289
ERR1513959	0.927262477028144
ERR1513960	0.8901955316229164
ERR1513961	0.9324326493270951
ERR1513962	0.9619640234653998
ERR1513963	0.9394064634175702
ERR1513965	0.9391837668226212
ERR1513966	0.897256618703304
ERR1513967	0.8179415210779318
ERR1513968	0.9021238433820993
ERR1513969	0.8145238305419351
ERR1513970	0.6611490743044244
ERR1513971	0.9783262043672608
ERR1513973	0.82401451741046
ERR1513974	0.8497249396111034
ERR1513975	0.8676851190523959
ERR1513976	0.8811622755980708
ERR1513977	0.9121371650522836
ERR1513978	0.9324356587405405
ERR1513979	0.789216669742956
ERR1513980	0.8216962659197972
ERR1513981	0.8932701490261539
ERR1513983	0.8991515460360007
ERR1513984	0.9529869431581989
ERR1513985	0.9220110505661709
ERR1513986	0.8439538877609162
ERR1513987	0.958028713816819
ERR1513988	0.9772247590462968
ERR1513989	0.9385658339285284
ERR1513990	0.8971011323419656
ERR1513991	0.9097998539431341
ERR1513992	0.9406393197923103
ERR1513993	0.9590097825999727
ERR1513994	0.8732505276504907
ERR1513995	0.8776412618671203
ERR1513996	0.9443168230224142
ERR1513997	0.9074434832154981
ERR1513998	0.9571329117479476
ERR1513999	0.9007445288863565
ERR1514000	0.8071527738766863
ERR1514001	0.9560735982152172
ERR1514002	0.9081426702726128
ERR1514003	0.8792743702300797
ERR1514004	0.9682175846046434
ERR1514005	0.9652192056753525
ERR1514006	0.9490937652978517
ERR1514007	0.9651961335056055
ERR1514008	0.9461545714996509
ERR1514009	0.9411428949754833
ERR1514010	0.9550483913681997
ERR1514011	0.7730350536478103
ERR1514012	0.9373781187554671
ERR1514013	0.8981132983973871
ERR1514014	0.9082901315314303
ERR1514015	0.7548622089897198
