# Constructed from biom file
#OTU ID	ERR1513669	ERR1513670	ERR1513671	ERR1513672	ERR1513673	ERR1513674	ERR1513675	ERR1513676	ERR1513677	ERR1513678	ERR1513680	ERR1513681	ERR1513682	ERR1513683	ERR1513684	ERR1513685	ERR1513686	ERR1513688	ERR1513689	ERR1513690	ERR1513691	ERR1513692	ERR1513693	ERR1513695	ERR1513698	ERR1513699	ERR1513701	ERR1513702	ERR1513703	ERR1513704	ERR1513705	ERR1513706	ERR1513709	ERR1513710	ERR1513711	ERR1513712	ERR1513713	ERR1513714	ERR1513715	ERR1513716	ERR1513717	ERR1513718	ERR1513719	ERR1513721	ERR1513722	ERR1513723	ERR1513724	ERR1513725	ERR1513726	ERR1513727	ERR1513728	ERR1513729	ERR1513730	ERR1513731	ERR1513732	ERR1513733	ERR1513734	ERR1513735	ERR1513736	ERR1513737	ERR1513738	ERR1513739	ERR1513740	ERR1513741	ERR1513742	ERR1513743	ERR1513744	ERR1513745	ERR1513746	ERR1513748	ERR1513749	ERR1513750	ERR1513751	ERR1513752	ERR1513753	ERR1513754	ERR1513755	ERR1513756	ERR1513757	ERR1513758	ERR1513759	ERR1513760	ERR1513761	ERR1513762	ERR1513763	ERR1513764	ERR1513765	ERR1513766	ERR1513767	ERR1513768	ERR1513769	ERR1513770	ERR1513771	ERR1513772	ERR1513774	ERR1513775	ERR1513776	ERR1513777	ERR1513778	ERR1513781	ERR1513782	ERR1513783	ERR1513784	ERR1513785	ERR1513786	ERR1513787	ERR1513788	ERR1513789	ERR1513790	ERR1513793	ERR1513795	ERR1513796	ERR1513797	ERR1513798	ERR1513799	ERR1513800	ERR1513801	ERR1513802	ERR1513803	ERR1513804	ERR1513805	ERR1513806	ERR1513807	ERR1513808	ERR1513810	ERR1513811	ERR1513812	ERR1513813	ERR1513815	ERR1513816	ERR1513817	ERR1513818	ERR1513819	ERR1513820	ERR1513821	ERR1513823	ERR1513824	ERR1513825	ERR1513826	ERR1513827	ERR1513828	ERR1513829	ERR1513830	ERR1513831	ERR1513832	ERR1513833	ERR1513834	ERR1513835	ERR1513836	ERR1513837	ERR1513838	ERR1513839	ERR1513840	ERR1513841	ERR1513842	ERR1513843	ERR1513844	ERR1513846	ERR1513847	ERR1513849	ERR1513850	ERR1513851	ERR1513853	ERR1513854	ERR1513855	ERR1513856	ERR1513857	ERR1513858	ERR1513859	ERR1513860	ERR1513861	ERR1513862	ERR1513863	ERR1513864	ERR1513865	ERR1513866	ERR1513867	ERR1513869	ERR1513870	ERR1513871	ERR1513872	ERR1513873	ERR1513874	ERR1513875	ERR1513876	ERR1513877	ERR1513878	ERR1513879	ERR1513880	ERR1513881	ERR1513882	ERR1513883	ERR1513884	ERR1513885	ERR1513886	ERR1513887	ERR1513888	ERR1513889	ERR1513890	ERR1513891	ERR1513892	ERR1513894	ERR1513896	ERR1513898	ERR1513899	ERR1513901	ERR1513902	ERR1513903	ERR1513904	ERR1513905	ERR1513906	ERR1513907	ERR1513908	ERR1513909	ERR1513910	ERR1513911	ERR1513912	ERR1513913	ERR1513914	ERR1513916	ERR1513917	ERR1513918	ERR1513919	ERR1513921	ERR1513922	ERR1513923	ERR1513924	ERR1513925	ERR1513926	ERR1513927	ERR1513928	ERR1513929	ERR1513930	ERR1513931	ERR1513932	ERR1513933	ERR1513934	ERR1513935	ERR1513937	ERR1513938	ERR1513939	ERR1513940	ERR1513942	ERR1513943	ERR1513944	ERR1513946	ERR1513947	ERR1513948	ERR1513949	ERR1513950	ERR1513951	ERR1513952	ERR1513953	ERR1513954	ERR1513955	ERR1513956	ERR1513957	ERR1513958	ERR1513959	ERR1513960	ERR1513961	ERR1513962	ERR1513963	ERR1513965	ERR1513966	ERR1513967	ERR1513968	ERR1513969	ERR1513970	ERR1513971	ERR1513973	ERR1513974	ERR1513975	ERR1513976	ERR1513977	ERR1513978	ERR1513979	ERR1513980	ERR1513981	ERR1513983	ERR1513984	ERR1513985	ERR1513986	ERR1513987	ERR1513988	ERR1513989	ERR1513990	ERR1513991	ERR1513992	ERR1513993	ERR1513994	ERR1513995	ERR1513996	ERR1513997	ERR1513998	ERR1513999	ERR1514000	ERR1514001	ERR1514002	ERR1514003	ERR1514004	ERR1514005	ERR1514006	ERR1514007	ERR1514008	ERR1514009	ERR1514010	ERR1514011	ERR1514012	ERR1514013	ERR1514014	ERR1514015
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales	3469.0	249.0	9099.0	9050.0	10502.0	5747.0	1032.0	4333.0	3200.0	77.0	1939.0	38.0	10622.0	2693.0	2751.0	798.0	5745.0	21.0	27.0	2676.0	1129.0	84.0	39.0	1503.0	4811.0	3474.0	638.0	3642.0	13620.0	6.0	2524.0	227.0	2292.0	11.0	145.0	2813.0	1809.0	56.0	2723.0	2192.0	54.0	8.0	0.0	4197.0	5623.0	5993.0	122.0	2241.0	5501.0	255.0	246.0	1900.0	7.0	5831.0	8045.0	1889.0	94.0	73.0	2128.0	6549.0	593.0	48.0	1941.0	1680.0	2048.0	1581.0	40.0	6482.0	30.0	4.0	65.0	5575.0	61.0	45.0	27.0	6.0	4996.0	6112.0	2821.0	15.0	2961.0	10272.0	7.0	12.0	7.0	4588.0	0.0	3231.0	734.0	0.0	4840.0	3419.0	21.0	5808.0	403.0	20.0	1144.0	473.0	919.0	16.0	2952.0	1273.0	3722.0	0.0	1749.0	3441.0	73.0	730.0	1451.0	7.0	4065.0	608.0	73.0	100.0	22.0	160.0	2121.0	27.0	410.0	4008.0	467.0	0.0	591.0	134.0	230.0	3885.0	0.0	425.0	1851.0	89.0	10.0	39.0	0.0	264.0	5359.0	9.0	1350.0	20.0	2528.0	2896.0	14.0	71.0	469.0	18.0	833.0	4080.0	3423.0	30.0	5770.0	2886.0	30.0	11891.0	37.0	386.0	9096.0	4463.0	153.0	0.0	2691.0	10387.0	3002.0	1273.0	0.0	40.0	1571.0	29.0	4916.0	0.0	92.0	929.0	71.0	2726.0	4670.0	1465.0	8.0	0.0	0.0	10.0	63.0	343.0	13.0	2010.0	31.0	220.0	4.0	6212.0	66.0	3363.0	0.0	1142.0	1632.0	4691.0	1449.0	839.0	1379.0	0.0	2171.0	37.0	417.0	2325.0	3303.0	39.0	56.0	2948.0	2076.0	79.0	1330.0	8652.0	3637.0	12407.0	3972.0	28.0	4485.0	2928.0	6311.0	0.0	5043.0	289.0	1522.0	5.0	304.0	153.0	3370.0	1478.0	5007.0	2555.0	2481.0	10.0	5594.0	3415.0	7542.0	2211.0	0.0	73.0	728.0	101.0	877.0	99.0	434.0	3459.0	1145.0	10.0	1788.0	3638.0	10565.0	2554.0	1390.0	58.0	3511.0	8.0	4056.0	11.0	3414.0	11.0	46.0	16.0	1133.0	3957.0	6.0	3063.0	9.0	0.0	7.0	2825.0	1626.0	57.0	2108.0	3238.0	9381.0	239.0	17773.0	5420.0	5945.0	0.0	5057.0	1500.0	1356.0	6105.0	277.0	3384.0	5.0	2047.0	466.0	469.0	7.0	4303.0	3401.0	5503.0	1168.0	2847.0	1053.0	1577.0	8.0	32.0	1641.0	4009.0	876.0	0.0	948.0	3172.0	775.0	2016.0	2614.0	5.0	1763.0	16.0	0.0	3225.0	236.0	6073.0	3816.0	3985.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales	3499.0	2512.0	3734.0	657.0	1191.0	4923.0	1982.0	4120.0	4101.0	5665.0	7218.0	6099.0	2076.0	3470.0	2924.0	2219.0	2084.0	4453.0	1693.0	4089.0	8109.0	4969.0	3991.0	3651.0	12131.0	8076.0	4657.0	988.0	3184.0	6515.0	6203.0	13740.0	5606.0	8628.0	14805.0	4133.0	4687.0	9749.0	7500.0	5488.0	5867.0	2907.0	3636.0	8416.0	8687.0	8985.0	7476.0	3616.0	7161.0	6201.0	12312.0	3252.0	7210.0	2981.0	2832.0	10945.0	5423.0	5256.0	10330.0	11952.0	5356.0	44.0	8177.0	4475.0	2256.0	3779.0	6495.0	8261.0	3903.0	2218.0	5348.0	6035.0	8837.0	6923.0	12897.0	4421.0	4311.0	4605.0	6500.0	5020.0	5921.0	4458.0	2052.0	11541.0	5683.0	3420.0	11121.0	7224.0	1873.0	3961.0	3428.0	12035.0	10246.0	6221.0	727.0	7322.0	4713.0	9884.0	3617.0	4688.0	4577.0	6277.0	3666.0	2572.0	4644.0	1050.0	8764.0	2912.0	2937.0	1671.0	3709.0	5699.0	7500.0	4101.0	7923.0	13627.0	7295.0	4094.0	5327.0	4901.0	2542.0	13685.0	4808.0	5025.0	7198.0	5380.0	10802.0	8492.0	1363.0	16417.0	2737.0	1002.0	4603.0	11145.0	6904.0	6747.0	5715.0	8936.0	7967.0	3046.0	5614.0	3903.0	4447.0	4876.0	7513.0	10158.0	5270.0	7226.0	6968.0	7283.0	5020.0	6575.0	9945.0	2411.0	5468.0	4166.0	4806.0	3824.0	8747.0	2047.0	7231.0	4170.0	5814.0	6662.0	5487.0	1853.0	3436.0	7464.0	3639.0	7297.0	6660.0	2305.0	4271.0	1397.0	6190.0	2861.0	1105.0	2828.0	7974.0	3565.0	2796.0	6795.0	9609.0	9650.0	4220.0	5895.0	21022.0	3215.0	4005.0	3727.0	1700.0	2979.0	5412.0	2734.0	9970.0	1181.0	388.0	6502.0	10816.0	2329.0	3566.0	5704.0	3839.0	8246.0	1644.0	11223.0	3154.0	3513.0	6139.0	3805.0	7921.0	6741.0	2164.0	3935.0	1447.0	5523.0	4420.0	6813.0	1922.0	15523.0	6928.0	6445.0	3613.0	1897.0	4288.0	1625.0	1656.0	8683.0	3481.0	2259.0	8334.0	1116.0	5099.0	2231.0	7769.0	6056.0	3938.0	466.0	228.0	2422.0	4593.0	3606.0	336.0	4133.0	3041.0	6990.0	5083.0	4243.0	3218.0	4210.0	4051.0	5520.0	4521.0	7631.0	4184.0	4861.0	4569.0	5404.0	5273.0	5404.0	3209.0	1486.0	5593.0	5736.0	12077.0	988.0	4153.0	6982.0	2672.0	11996.0	2526.0	3356.0	6212.0	5245.0	4681.0	5435.0	4106.0	4440.0	2988.0	3659.0	6516.0	3461.0	12875.0	3130.0	3595.0	3997.0	4763.0	4515.0	5927.0	3291.0	769.0	1744.0	2112.0	6465.0	6063.0	2632.0	6825.0	4278.0	3209.0	3062.0	3211.0	22275.0	4028.0	3495.0	1453.0	1661.0	6368.0	2728.0	4162.0	6575.0	4174.0	2140.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales	1064.0	2579.0	1337.0	1257.0	7431.0	1177.0	613.0	776.0	1069.0	8269.0	1835.0	1714.0	259.0	218.0	571.0	110.0	3371.0	4397.0	680.0	541.0	4882.0	3108.0	1359.0	811.0	2875.0	500.0	1127.0	3633.0	1394.0	2715.0	494.0	1928.0	1833.0	3745.0	2426.0	1322.0	534.0	7644.0	3259.0	1775.0	4249.0	2507.0	1788.0	1884.0	1261.0	2927.0	3538.0	690.0	601.0	6131.0	3915.0	2590.0	2397.0	927.0	2850.0	4378.0	3141.0	3562.0	2479.0	4459.0	2575.0	6510.0	4271.0	3061.0	223.0	1531.0	6433.0	2456.0	1265.0	8100.0	2985.0	1943.0	6216.0	3129.0	4025.0	4170.0	322.0	774.0	1127.0	1659.0	3006.0	695.0	3751.0	7484.0	2546.0	376.0	1398.0	2031.0	1485.0	2890.0	1186.0	3812.0	5745.0	3311.0	596.0	2007.0	750.0	7759.0	1330.0	4492.0	619.0	222.0	547.0	682.0	1902.0	82.0	3262.0	311.0	727.0	956.0	501.0	1279.0	1091.0	4141.0	4569.0	3848.0	1209.0	2261.0	1779.0	3578.0	1683.0	2912.0	831.0	3637.0	1641.0	109.0	3677.0	3718.0	514.0	7395.0	3700.0	291.0	3469.0	5689.0	758.0	3439.0	2969.0	2118.0	1171.0	380.0	8099.0	2991.0	3525.0	789.0	4788.0	633.0	1905.0	2790.0	1930.0	456.0	571.0	3249.0	3209.0	682.0	2273.0	998.0	2690.0	3788.0	4952.0	6375.0	863.0	1918.0	2798.0	817.0	2238.0	4936.0	640.0	2282.0	1474.0	913.0	6467.0	1714.0	1778.0	1552.0	3273.0	1432.0	1839.0	2685.0	5507.0	2554.0	1140.0	2071.0	2329.0	3959.0	5810.0	1646.0	5677.0	106.0	1028.0	414.0	271.0	1264.0	1651.0	645.0	6105.0	3481.0	320.0	3269.0	5621.0	907.0	3260.0	367.0	8259.0	3992.0	315.0	2791.0	267.0	1001.0	2375.0	322.0	1468.0	1967.0	1246.0	2226.0	1529.0	1611.0	3803.0	13447.0	624.0	2404.0	1079.0	3142.0	176.0	1262.0	2120.0	989.0	1735.0	5791.0	1848.0	1029.0	1825.0	540.0	5308.0	1369.0	421.0	5507.0	995.0	726.0	194.0	303.0	2305.0	4134.0	333.0	1318.0	872.0	1029.0	1755.0	2283.0	1065.0	2158.0	543.0	1808.0	2887.0	2159.0	921.0	2225.0	1198.0	2938.0	7306.0	1695.0	1582.0	1061.0	1922.0	1157.0	3802.0	1123.0	1517.0	1369.0	789.0	7656.0	2291.0	829.0	1152.0	5238.0	1430.0	1217.0	962.0	1849.0	2318.0	775.0	1797.0	2455.0	12412.0	347.0	2519.0	1914.0	1872.0	2222.0	2171.0	5018.0	8867.0	742.0	2147.0	4089.0	3004.0	1320.0	594.0	3468.0	1345.0	2001.0	2290.0	6936.0	2037.0	1985.0	4735.0	2105.0	2432.0	256.0	1639.0	2841.0	946.0	241.0
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales	0.0	0.0	267.0	9.0	0.0	13.0	0.0	335.0	369.0	7.0	119.0	87.0	0.0	27.0	0.0	169.0	0.0	0.0	2510.0	244.0	56.0	2558.0	100.0	0.0	211.0	602.0	1468.0	154.0	0.0	3.0	467.0	7.0	93.0	3.0	129.0	364.0	2300.0	70.0	76.0	6.0	179.0	0.0	3.0	53.0	150.0	19.0	0.0	300.0	0.0	414.0	3748.0	0.0	5.0	0.0	0.0	261.0	175.0	1166.0	924.0	1537.0	471.0	8.0	2624.0	88.0	0.0	270.0	197.0	0.0	0.0	0.0	62.0	10.0	914.0	69.0	2103.0	2.0	5.0	2358.0	7.0	454.0	35.0	222.0	75.0	28.0	5.0	0.0	0.0	0.0	110.0	65.0	0.0	4228.0	1031.0	167.0	77.0	2072.0	0.0	212.0	0.0	0.0	709.0	326.0	64.0	618.0	1330.0	149.0	1445.0	148.0	3272.0	172.0	839.0	156.0	0.0	0.0	0.0	1962.0	0.0	6350.0	1469.0	0.0	5.0	422.0	2694.0	0.0	0.0	9.0	0.0	362.0	41.0	4.0	58.0	117.0	7.0	0.0	606.0	45.0	79.0	3190.0	300.0	647.0	2984.0	0.0	1163.0	4323.0	239.0	4009.0	255.0	17.0	2031.0	3175.0	1418.0	5.0	10.0	827.0	537.0	2424.0	8.0	90.0	68.0	126.0	1554.0	35.0	79.0	334.0	114.0	5439.0	0.0	0.0	82.0	0.0	11.0	69.0	3.0	1413.0	2.0	5.0	402.0	150.0	88.0	4410.0	779.0	184.0	5346.0	1497.0	141.0	372.0	13.0	78.0	4185.0	333.0	664.0	432.0	772.0	18.0	1676.0	274.0	78.0	258.0	2019.0	26.0	0.0	2569.0	0.0	99.0	0.0	2029.0	0.0	2.0	427.0	0.0	936.0	5531.0	727.0	172.0	595.0	4202.0	0.0	41.0	122.0	126.0	1597.0	8.0	0.0	18.0	1633.0	493.0	2736.0	20.0	1988.0	0.0	673.0	34.0	15.0	316.0	566.0	1385.0	0.0	0.0	0.0	2725.0	1005.0	188.0	130.0	94.0	106.0	795.0	49.0	346.0	34.0	3855.0	136.0	1775.0	1726.0	4.0	1010.0	0.0	62.0	0.0	3.0	0.0	144.0	37.0	0.0	157.0	0.0	74.0	800.0	53.0	6.0	306.0	0.0	64.0	0.0	0.0	163.0	499.0	237.0	766.0	503.0	3.0	559.0	0.0	0.0	456.0	230.0	243.0	0.0	381.0	586.0	516.0	0.0	0.0	0.0	356.0	418.0	2610.0	72.0	161.0	18.0	0.0	6.0	21.0	636.0	29.0	0.0	0.0	18.0	0.0	0.0	262.0	2441.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales	533.0	6300.0	1270.0	1337.0	1289.0	810.0	1526.0	1259.0	1397.0	4495.0	3658.0	2378.0	71.0	815.0	1388.0	371.0	3046.0	2478.0	1356.0	1001.0	3493.0	4498.0	4794.0	342.0	3178.0	1596.0	640.0	7008.0	2049.0	2371.0	455.0	389.0	911.0	2532.0	668.0	2516.0	1595.0	8322.0	2861.0	2084.0	9693.0	2709.0	2193.0	514.0	1215.0	793.0	736.0	975.0	21.0	4449.0	1348.0	1634.0	1805.0	0.0	299.0	6107.0	3844.0	3980.0	693.0	767.0	1335.0	1982.0	1903.0	1752.0	464.0	1962.0	4752.0	764.0	1813.0	4152.0	2763.0	1713.0	2472.0	4502.0	935.0	2831.0	186.0	2890.0	2367.0	2182.0	2419.0	366.0	2291.0	5238.0	2951.0	109.0	753.0	1750.0	701.0	4617.0	214.0	4192.0	4993.0	2294.0	543.0	602.0	1288.0	5919.0	131.0	2954.0	511.0	449.0	2406.0	3421.0	1695.0	126.0	5439.0	141.0	1262.0	1870.0	2357.0	2702.0	2238.0	1202.0	3412.0	1714.0	2252.0	223.0	3896.0	2293.0	2664.0	3454.0	4103.0	1748.0	348.0	399.0	5119.0	5823.0	927.0	1561.0	4284.0	273.0	8373.0	3066.0	178.0	4526.0	321.0	5305.0	1435.0	1122.0	8752.0	8882.0	1185.0	2229.0	4231.0	936.0	574.0	4780.0	967.0	468.0	2465.0	6333.0	289.0	918.0	2873.0	936.0	1791.0	3543.0	1862.0	824.0	1747.0	1396.0	4170.0	788.0	3941.0	4053.0	1565.0	2158.0	1459.0	754.0	4864.0	2056.0	2279.0	379.0	1610.0	2696.0	3236.0	2837.0	7971.0	4844.0	3560.0	2441.0	2973.0	3079.0	2852.0	346.0	2465.0	166.0	2378.0	217.0	718.0	3172.0	2281.0	622.0	4801.0	7723.0	1133.0	2768.0	4060.0	3080.0	1125.0	1063.0	2328.0	1476.0	281.0	8471.0	505.0	1770.0	2251.0	4.0	2296.0	2855.0	2669.0	3725.0	1516.0	2019.0	3626.0	9006.0	1205.0	3776.0	3539.0	1666.0	1277.0	2937.0	3258.0	674.0	2591.0	6472.0	2607.0	2357.0	3086.0	684.0	10430.0	5210.0	787.0	3894.0	1628.0	1861.0	0.0	735.0	1701.0	5510.0	249.0	2664.0	304.0	1372.0	3035.0	2114.0	1589.0	1113.0	716.0	1961.0	4238.0	1412.0	3211.0	1470.0	2331.0	2299.0	3176.0	1065.0	3240.0	1216.0	1982.0	1653.0	3013.0	1432.0	670.0	1346.0	130.0	6519.0	203.0	1557.0	469.0	1941.0	3625.0	1419.0	1382.0	2000.0	1325.0	932.0	6447.0	1250.0	3973.0	1141.0	4046.0	4107.0	1855.0	4143.0	3239.0	4350.0	1354.0	3074.0	1943.0	564.0	5291.0	1833.0	932.0	1022.0	592.0	1015.0	2710.0	9911.0	1310.0	2533.0	5609.0	2176.0	2674.0	623.0	1603.0	4403.0	1172.0	114.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales	0.0	84.0	128.0	210.0	88.0	17.0	5.0	44.0	0.0	885.0	26.0	196.0	313.0	65.0	16.0	20.0	131.0	336.0	14.0	76.0	195.0	60.0	179.0	1689.0	119.0	28.0	621.0	7.0	42.0	417.0	127.0	34.0	32.0	0.0	31.0	142.0	12.0	456.0	11.0	208.0	612.0	117.0	75.0	30.0	33.0	57.0	12.0	0.0	19.0	130.0	0.0	30.0	41.0	29.0	29.0	154.0	53.0	105.0	134.0	20.0	10.0	184.0	24.0	395.0	41.0	5.0	60.0	15.0	5.0	16.0	19.0	33.0	24.0	287.0	11.0	6.0	16.0	18.0	68.0	0.0	196.0	19.0	0.0	60.0	7.0	0.0	33.0	0.0	43.0	15.0	0.0	43.0	24.0	12.0	39.0	9.0	0.0	0.0	897.0	32.0	33.0	377.0	0.0	104.0	11.0	57.0	89.0	145.0	24.0	489.0	20.0	18.0	302.0	968.0	129.0	134.0	383.0	484.0	126.0	243.0	14.0	17.0	543.0	413.0	86.0	602.0	7.0	39.0	30.0	294.0	264.0	54.0	16.0	23.0	88.0	246.0	312.0	56.0	119.0	440.0	1942.0	2937.0	27.0	31.0	0.0	340.0	15.0	14.0	31.0	10.0	240.0	29.0	44.0	15.0	749.0	13.0	182.0	553.0	56.0	113.0	63.0	29.0	279.0	17.0	1224.0	635.0	17.0	12.0	133.0	661.0	2860.0	171.0	21.0	68.0	0.0	14.0	0.0	0.0	693.0	957.0	1468.0	8.0	3.0	18.0	0.0	128.0	25.0	57.0	5.0	104.0	44.0	44.0	14.0	8.0	114.0	69.0	71.0	821.0	178.0	20.0	168.0	6.0	1138.0	16.0	173.0	530.0	12.0	43.0	11.0	269.0	167.0	274.0	16.0	4.0	75.0	51.0	473.0	218.0	24.0	61.0	416.0	4.0	605.0	19.0	23.0	0.0	530.0	177.0	18.0	21.0	196.0	0.0	20.0	80.0	279.0	1942.0	25.0	5.0	0.0	143.0	119.0	0.0	40.0	64.0	78.0	0.0	9.0	12.0	18.0	167.0	101.0	14.0	16.0	2.0	72.0	12.0	132.0	49.0	181.0	0.0	54.0	48.0	8.0	3.0	1987.0	331.0	28.0	17.0	161.0	35.0	18.0	9.0	0.0	19.0	41.0	168.0	41.0	14.0	29.0	6.0	0.0	15.0	82.0	153.0	68.0	15.0	23.0	10.0	11.0	27.0	7308.0	0.0	5.0	15.0	442.0	14.0	19.0	0.0	0.0	0.0	53.0	82.0	196.0	361.0	300.0	58.0	12.0	9.0	0.0	21.0	33.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	0.0	0.0	517.0	0.0	0.0	1035.0	37.0	1907.0	308.0	0.0	2361.0	0.0	389.0	3.0	277.0	2323.0	0.0	0.0	0.0	2195.0	0.0	7.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	6.0	0.0	202.0	11.0	0.0	4.0	0.0	7.0	0.0	2069.0	0.0	668.0	6.0	0.0	0.0	0.0	0.0	4.0	4.0	5.0	0.0	2.0	5.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.0	0.0	0.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	609.0	0.0	135.0	509.0	0.0	3452.0	0.0	0.0	0.0	0.0	3836.0	0.0	0.0	0.0	789.0	0.0	0.0	73.0	5.0	7616.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	2374.0	0.0	0.0	623.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	7330.0	0.0	81.0	0.0	806.0	0.0	4063.0	0.0	0.0	513.0	901.0	0.0	658.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	720.0	2.0	222.0	189.0	0.0	4.0	0.0	0.0	0.0	5.0	0.0	3.0	4012.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	254.0	4.0	2719.0	0.0	0.0	0.0	2025.0	0.0	0.0	1468.0	1664.0	2.0	3172.0	581.0	4.0	0.0	1859.0	0.0	1737.0	1801.0	0.0	0.0	4.0	0.0	1301.0	3.0	0.0	0.0	0.0	319.0	26.0	23.0	0.0	0.0	0.0	1115.0	1376.0	0.0	3.0	0.0	0.0	9.0	8.0	5.0	0.0	0.0	0.0	0.0	5914.0	0.0	18.0	200.0	0.0	0.0	0.0	0.0	238.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	51.0	2962.0	5531.0	316.0	0.0	0.0	4.0	5.0	1741.0	205.0	9.0	0.0	1199.0	16119.0	12.0	3629.0	563.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	168.0	33.0	0.0	0.0	0.0	0.0	898.0	0.0	5633.0	0.0	9.0	0.0	0.0	49.0	0.0	0.0	0.0	24.0	1940.0	124.0	2254.0
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales	315.0	4110.0	3.0	20.0	0.0	0.0	17.0	52.0	0.0	131.0	0.0	8.0	87.0	3.0	0.0	0.0	656.0	28.0	7.0	20.0	196.0	359.0	15.0	218.0	15.0	0.0	0.0	59.0	198.0	480.0	40.0	132.0	212.0	4.0	868.0	115.0	133.0	331.0	6.0	0.0	735.0	229.0	130.0	8.0	158.0	2.0	21.0	14.0	0.0	579.0	9.0	8.0	8.0	5.0	158.0	33.0	61.0	107.0	4.0	14.0	2.0	351.0	31.0	0.0	1129.0	0.0	44.0	895.0	7.0	0.0	61.0	552.0	1443.0	0.0	29.0	16.0	2.0	5.0	0.0	0.0	5.0	2.0	12.0	115.0	259.0	298.0	241.0	255.0	0.0	0.0	224.0	704.0	8.0	14.0	11.0	0.0	2.0	0.0	4673.0	0.0	187.0	34.0	0.0	344.0	0.0	0.0	4.0	425.0	147.0	28.0	4.0	487.0	0.0	80.0	435.0	706.0	2.0	115.0	9.0	249.0	4.0	3.0	123.0	10.0	801.0	112.0	2177.0	239.0	0.0	252.0	630.0	10.0	0.0	17.0	621.0	265.0	319.0	0.0	550.0	0.0	1094.0	23.0	0.0	2.0	70.0	181.0	131.0	227.0	13.0	4.0	0.0	40.0	586.0	109.0	800.0	0.0	30.0	0.0	27.0	110.0	0.0	0.0	128.0	5.0	610.0	21.0	3.0	23.0	0.0	63.0	8.0	148.0	16.0	49.0	9.0	0.0	1068.0	5.0	56.0	2068.0	105.0	4.0	487.0	10.0	0.0	8.0	1779.0	16.0	694.0	1560.0	13.0	6.0	75.0	64.0	2834.0	13.0	45.0	204.0	55.0	0.0	0.0	0.0	183.0	0.0	7.0	905.0	0.0	3.0	0.0	85.0	266.0	44.0	2.0	0.0	0.0	0.0	106.0	11.0	0.0	4.0	67.0	0.0	78.0	37.0	99.0	85.0	185.0	572.0	44.0	133.0	0.0	0.0	1414.0	289.0	3169.0	24.0	8.0	18.0	34.0	9.0	0.0	17.0	0.0	432.0	16.0	0.0	0.0	0.0	0.0	158.0	0.0	40.0	8.0	177.0	706.0	940.0	0.0	0.0	416.0	0.0	325.0	127.0	73.0	24.0	36.0	61.0	261.0	10.0	0.0	3.0	3.0	0.0	14.0	315.0	0.0	61.0	915.0	257.0	0.0	3.0	46.0	270.0	21.0	0.0	0.0	22.0	18.0	0.0	800.0	60.0	130.0	23.0	4.0	29.0	4.0	3.0	85.0	0.0	0.0	405.0	0.0	139.0	108.0	12.0	399.0	557.0	390.0	25.0	295.0	74.0	13.0	17.0
