pathway	description	ERR1513669	ERR1513670	ERR1513671	ERR1513672	ERR1513673	ERR1513674	ERR1513675	ERR1513676	ERR1513677	ERR1513678	ERR1513680	ERR1513681	ERR1513682	ERR1513683	ERR1513684	ERR1513685	ERR1513686	ERR1513688	ERR1513689	ERR1513690	ERR1513691	ERR1513692	ERR1513693	ERR1513694	ERR1513695	ERR1513696	ERR1513698	ERR1513699	ERR1513700	ERR1513701	ERR1513702	ERR1513703	ERR1513704	ERR1513705	ERR1513706	ERR1513707	ERR1513709	ERR1513710	ERR1513711	ERR1513712	ERR1513713	ERR1513714	ERR1513715	ERR1513716	ERR1513717	ERR1513718	ERR1513719	ERR1513721	ERR1513722	ERR1513723	ERR1513725	ERR1513726	ERR1513727	ERR1513728	ERR1513729	ERR1513730	ERR1513731	ERR1513732	ERR1513734	ERR1513735	ERR1513736	ERR1513737	ERR1513738	ERR1513739	ERR1513740	ERR1513741	ERR1513742	ERR1513743	ERR1513744	ERR1513745	ERR1513746	ERR1513748	ERR1513749	ERR1513750	ERR1513751	ERR1513752	ERR1513753	ERR1513754	ERR1513755	ERR1513756	ERR1513757	ERR1513758	ERR1513759	ERR1513760	ERR1513761	ERR1513762	ERR1513763	ERR1513764	ERR1513765	ERR1513766	ERR1513767	ERR1513768	ERR1513769	ERR1513770	ERR1513771	ERR1513772	ERR1513773	ERR1513774	ERR1513775	ERR1513776	ERR1513777	ERR1513778	ERR1513781	ERR1513782	ERR1513783	ERR1513784	ERR1513785	ERR1513786	ERR1513787	ERR1513788	ERR1513789	ERR1513790	ERR1513793	ERR1513794	ERR1513795	ERR1513796	ERR1513797	ERR1513798	ERR1513799	ERR1513800	ERR1513801	ERR1513802	ERR1513803	ERR1513805	ERR1513806	ERR1513807	ERR1513808	ERR1513810	ERR1513811	ERR1513812	ERR1513813	ERR1513815	ERR1513816	ERR1513817	ERR1513819	ERR1513820	ERR1513821	ERR1513822	ERR1513823	ERR1513824	ERR1513825	ERR1513826	ERR1513827	ERR1513828	ERR1513829	ERR1513830	ERR1513831	ERR1513832	ERR1513833	ERR1513834	ERR1513835	ERR1513836	ERR1513837	ERR1513838	ERR1513839	ERR1513840	ERR1513841	ERR1513843	ERR1513844	ERR1513845	ERR1513846	ERR1513847	ERR1513849	ERR1513850	ERR1513851	ERR1513853	ERR1513854	ERR1513855	ERR1513856	ERR1513857	ERR1513858	ERR1513859	ERR1513860	ERR1513861	ERR1513862	ERR1513863	ERR1513864	ERR1513865	ERR1513866	ERR1513867	ERR1513868	ERR1513869	ERR1513870	ERR1513871	ERR1513872	ERR1513873	ERR1513874	ERR1513875	ERR1513876	ERR1513877	ERR1513878	ERR1513879	ERR1513880	ERR1513881	ERR1513882	ERR1513883	ERR1513884	ERR1513885	ERR1513886	ERR1513887	ERR1513888	ERR1513889	ERR1513890	ERR1513891	ERR1513892	ERR1513894	ERR1513896	ERR1513898	ERR1513899	ERR1513900	ERR1513901	ERR1513902	ERR1513903	ERR1513904	ERR1513905	ERR1513906	ERR1513907	ERR1513908	ERR1513909	ERR1513910	ERR1513911	ERR1513912	ERR1513913	ERR1513914	ERR1513915	ERR1513916	ERR1513917	ERR1513918	ERR1513919	ERR1513920	ERR1513921	ERR1513922	ERR1513923	ERR1513924	ERR1513925	ERR1513926	ERR1513927	ERR1513928	ERR1513929	ERR1513930	ERR1513931	ERR1513932	ERR1513933	ERR1513935	ERR1513936	ERR1513938	ERR1513939	ERR1513940	ERR1513941	ERR1513942	ERR1513943	ERR1513944	ERR1513946	ERR1513947	ERR1513948	ERR1513949	ERR1513950	ERR1513951	ERR1513952	ERR1513953	ERR1513954	ERR1513955	ERR1513956	ERR1513957	ERR1513958	ERR1513959	ERR1513960	ERR1513961	ERR1513962	ERR1513964	ERR1513965	ERR1513966	ERR1513967	ERR1513968	ERR1513969	ERR1513970	ERR1513971	ERR1513972	ERR1513973	ERR1513974	ERR1513975	ERR1513976	ERR1513977	ERR1513978	ERR1513979	ERR1513980	ERR1513981	ERR1513982	ERR1513983	ERR1513984	ERR1513985	ERR1513986	ERR1513987	ERR1513988	ERR1513989	ERR1513990	ERR1513991	ERR1513992	ERR1513993	ERR1513994	ERR1513995	ERR1513996	ERR1513997	ERR1513998	ERR1513999	ERR1514000	ERR1514001	ERR1514002	ERR1514003	ERR1514004	ERR1514005	ERR1514006	ERR1514007	ERR1514008	ERR1514009	ERR1514010	ERR1514011	ERR1514012	ERR1514013	ERR1514014	ERR1514015
ko00010	B_Glycolysis _ Gluconeogenesis	4757.279749999999	8189.155500000003	9407.59725	11259.929	13505.610500000004	7978.79875	4572.4275	8189.46675	5526.567999999999	9559.08725	12055.341	6004.465999999999	9678.875	4434.37325	4471.965	3889.397500000001	8332.531	8024.121249999999	3187.44475	9854.271249999998	12250.98275	7883.963250000001	6530.1720000000005	11445.88475	5061.749	13050.325249999998	11441.55425	7454.9437499999985	7520.205749999999	5970.11975	8083.45425	14991.891500000002	7429.30925	5936.0605	7142.42775	11876.92875	6489.923000000001	6352.54675	8249.814499999999	6833.40325	4360.614750000001	13853.761	8073.917499999999	6384.50175	10169.2225	4397.03725	3876.481	6569.41325	7286.972999999998	11860.1675	4646.651250000001	7897.0205	8772.926500000001	10881.49325	5757.377	5860.23575	6985.455749999999	8423.282	7127.1185	6211.719500000001	9209.556000000002	16286.668	5543.404	5735.922499999999	9721.878250000002	6391.695	3153.2125	4827.192	9231.267999999998	11119.226	4278.419500000001	8065.088250000001	5295.94575	8275.134	9920.059749999997	7245.722250000001	10247.571249999995	6096.613	5353.22025	8980.34625	7720.8485	4514.49	9039.93525	9621.441750000002	4543.514250000001	12333.754749999998	5320.31775	5008.041	6740.215249999999	7715.10775	2691.3992499999995	7911.16125	5242.20225	15614.467750000002	10215.7	9650.690749999998	10446.71175	2025.1515	6072.127999999999	6538.572249999999	14779.855749999995	6804.850499999999	7114.78125	5842.9905	7987.898499999998	6647.680999999999	4347.969	5409.02425	4584.93125	11524.6345	2158.6624999999995	5321.98775	2909.4615	8840.4355	13036.39675	6227.87575	7488.403749999999	5867.22525	8219.696	11960.72075	7297.79225	6214.324500000001	8306.37925	4673.7305	10009.05625	5740.369	6737.38125	6687.467999999999	6103.815499999999	8934.12725	11319.1955	7799.75925	15831.80975	5780.44425	8912.8645	11452.1025	8003.914999999999	8082.1590000000015	8136.439500000002	6615.82475	9344.81425	6162.183500000001	4567.513750000001	12927.69325	12469.274750000002	6685.378500000001	6499.506249999999	8566.8285	10927.718	6482.85375	8447.749	9812.2645	8711.030499999999	4711.914500000001	15043.6495	7749.80075	6115.58125	8644.372249999999	6055.083750000001	6799.0455	6622.425499999999	11265.178999999998	13326.3645	6853.829000000001	5429.7445	6911.289000000002	3822.82925	7850.07675	9691.145	6005.0425	6548.207	3785.03925	7034.07675	11293.431	6011.71775	6708.012999999999	2947.0335000000005	5860.981750000001	5411.0065	3535.942249999999	5388.7972500000005	5617.422499999999	11934.89925	9030.22325	5701.176	9589.5875	7073.859249999999	9276.92825	8161.200749999999	9197.64575	15944.680999999997	4248.91475	5060.70275	3913.18925	2478.6302500000006	6867.708750000001	6309.942249999999	2650.0372500000003	12397.666	6642.914749999999	7930.886250000001	7183.229249999999	19206.90725	4950.673750000001	8552.246	5105.02875	9197.768500000002	10532.2025	2773.91325	7126.553749999999	11834.0455	4806.5875	8638.651000000002	7361.614250000001	9800.144	10886.6975	7683.618000000002	8581.008749999999	8946.65475	6861.424749999998	6473.9975	9011.76325	15441.14525	4078.63425	10358.9345	11413.802	7731.35075	5130.822	4701.322749999998	3254.16125	4033.1575	8478.828	3575.4120000000003	6902.0647500000005	9974.96675	8199.152250000003	6377.717	11356.38375	3130.713	11646.89925	6289.328	5540.383749999999	10724.1055	2703.8155	4952.107	4260.75875	7394.178	7568.638499999999	5381.7065	6683.185999999999	7183.611750000001	8405.3145	7069.90775	6409.322000000002	6326.183749999998	5354.508250000001	7105.284	5373.429	5895.070249999999	10583.134000000002	5002.24675	9681.211250000002	4203.647	5198.129499999999	7611.133000000002	8942.365	6262.57125	4073.022	2074.8505	9240.62225	5863.734	12013.343	2700.3295	4516.07	7375.38275	7699.206750000002	16084.468	5792.371	14066.46975	7509.973250000001	8307.53125	6816.71875	8932.9605	5982.6675000000005	9053.785	8412.222000000002	6366.104000000001	11039.919999999998	5123.081249999999	7437.598750000002	6277.13775	18405.34025	2865.6710000000007	5915.7435000000005	8485.488249999999	6121.262999999999	9467.4775	5843.64475	9081.171000000002	12742.88475	3705.67225	3043.560750000001	6081.928750000001	9982.838500000002	7215.155250000001	4507.0295	5530.500499999999	3098.8450000000003	7042.169749999999	5355.66625	20356.385	6176.444750000001	4068.20625	6491.943250000001	3443.4432500000003	6083.7675	3618.98125	4274.938499999999	12335.684250000002	7033.411749999999	5119.776499999999
ko00020	B_Citrate cycle (TCA cycle)	4068.7029629629633	7365.931111111109	8585.04074074074	9749.614444444444	10157.879629629631	7626.110740740743	5378.105185185184	7722.164074074075	5083.64925925926	7000.001851851853	13290.867407407404	6164.409629629628	10496.440740740738	4057.7159259259274	4132.734074074074	4360.46148148148	5892.882962962963	5577.796666666667	3470.155185185184	11633.812592592592	7847.724444444447	7003.211111111111	6601.609259259259	13039.47703703704	4030.014444444443	14681.974444444444	10751.467777777778	7722.089629629629	6377.449259259259	6178.645555555555	6039.275555555556	13026.59222222222	6740.164814814813	6539.884444444445	6904.642962962961	11374.863703703704	4822.954814814815	6241.753333333334	7941.626666666667	6301.438148148147	3836.361851851853	12155.945185185185	7667.27888888889	5860.811111111111	8834.347037037036	3599.589259259259	3525.30037037037	5949.986296296296	7099.9307407407405	11033.950370370369	4851.256666666666	7713.228888888888	7378.004444444446	11684.804074074073	4621.046666666666	5745.5396296296285	6462.152592592592	6671.48037037037	6034.697407407408	4894.577407407407	9738.407407407409	15536.777037037038	5017.721481481481	3257.660740740741	8805.00185185185	5513.282222222223	2930.9092592592588	4439.068518518518	7615.150000000001	10508.627777777778	4426.764074074074	5228.745185185185	4840.909629629629	7404.64037037037	8587.107777777777	6309.6781481481485	10886.73148148148	4945.396296296296	5402.624074074074	8447.475925925928	7539.975555555554	4291.398888888889	7682.233333333333	9029.23	3268.4792592592594	11048.523703703702	4807.456666666667	4939.961851851851	7914.631851851852	7177.458518518518	2252.0707407407413	7166.383333333333	5598.575925925928	15307.54851851852	8991.50296296296	8450.707777777778	10145.910370370371	1990.3155555555552	5998.71037037037	7479.898888888889	13230.743703703702	5903.632592592592	5338.23	5580.645185185185	9188.85962962963	6645.318148148148	4574.211481481481	4801.850740740741	5293.976666666666	10910.792592592594	2299.3	5563.6551851851855	2490.4107407407405	8591.390000000001	14057.65925925926	6278.302222222222	7297.82777777778	4774.035555555556	7136.907037037038	12792.676666666664	7293.406666666666	5008.563333333334	7968.6703703703715	3735.2485185185183	9966.838148148148	5673.897407407408	5368.347037037036	6590.413703703704	6666.1629629629615	8837.537777777778	10485.69925925926	9047.185925925927	15531.612962962963	4376.625925925927	8538.967037037037	10744.284074074076	8020.864814814814	7493.028888888888	7437.413333333331	7313.941851851851	8145.061481481481	6017.582962962963	4291.710740740741	9804.782222222224	9593.417407407407	5078.073333333333	6898.760740740741	7496.279259259259	10824.69888888889	6028.049259259259	8356.81074074074	8390.462592592592	9982.41074074074	4711.414814814816	12675.741851851852	7995.473703703703	7612.841851851851	8698.605925925927	5506.559629629629	6191.207777777778	5297.792962962963	9987.104814814817	10315.07111111111	6478.165185185184	4975.091851851852	5996.781851851852	4080.890370370371	6693.548518518518	7054.047407407407	5335.373703703704	6090.832962962962	3447.113703703704	6978.64074074074	8213.73814814815	5109.545925925926	5660.989629629628	2386.343703703704	5393.390740740742	4708.163333333333	2606.7896296296294	4912.334074074074	4887.417777777778	9777.42777777778	8399.37814814815	5248.394074074074	9679.651851851851	7384.213703703704	8666.875555555554	6629.014814814815	7278.057777777776	15698.504814814814	4319.57	4746.992592592592	3665.695185185184	2203.7062962962964	5866.74814814815	6015.373333333334	2225.3911111111115	11223.672962962964	5124.464444444445	9627.036666666669	6463.991481481481	17786.128518518515	4273.2351851851845	7671.355555555555	6228.631851851852	6894.803333333332	9934.757037037036	2647.693333333332	6389.584074074075	12061.538518518522	5199.02037037037	7434.316666666667	6880.4944444444445	9331.046666666669	10560.074814814814	8085.498518518518	8000.264074074074	8425.412962962964	5494.161481481482	6689.410740740739	6977.957037037037	12658.964074074078	3860.6337037037033	9627.676296296297	12061.2862962963	8424.253703703704	4646.873703703704	4326.364444444446	3126.8381481481483	3559.4270370370377	7001.740740740741	2853.4611111111103	6234.877037037038	8947.987037037035	7155.124074074075	5724.411111111112	10429.207037037038	2893.601851851852	9025.683333333332	5579.257037037037	5901.537777777778	7938.368148148148	2439.287407407407	4269.162222222222	3792.6003703703705	6236.594814814815	6195.030370370369	6153.400740740741	7415.089629629629	6205.644074074074	7630.595925925927	8006.340740740741	6159.158888888888	5306.761111111112	4700.771111111112	5571.461111111112	5232.857407407409	5927.181111111109	9659.271481481484	4666.236666666667	8868.072592592593	4053.4011111111095	4934.867037037036	6354.983703703701	6633.7425925925945	6005.883703703705	3575.997407407407	1746.1900000000005	8787.831481481482	5689.605925925926	10179.85925925926	2563.977037037037	3932.1962962962953	7328.546296296296	7183.679629629629	15424.729629629626	4547.272592592593	12487.909629629634	7113.11	8074.253703703704	6178.675185185186	8316.847777777779	5847.782222222221	10482.987037037035	7192.991111111111	6375.027037037038	9832.199629629627	4831.702592592593	7351.493333333335	5028.084074074074	15198.062962962964	2760.5385185185187	4913.89962962963	7568.512962962962	5477.040000000001	7886.069629629631	5301.131111111113	7200.121851851851	6697.03037037037	3418.0351851851856	2482.4140740740745	5820.055555555556	8792.582222222223	5565.598148148149	5204.622592592593	4855.435555555557	2851.7229629629637	6773.432222222223	4567.0048148148135	20549.58	5171.468148148148	3575.141851851852	4395.395555555556	2502.1955555555555	5618.557407407408	3362.137777777777	4227.265555555555	10901.392962962964	6905.302592592593	5119.041111111111
ko00030	B_Pentose phosphate pathway	6525.554090909091	13194.402727272727	12030.727727272728	14041.028636363637	18820.096818181817	10059.98	6199.877272727273	9868.491363636364	7270.23181818182	14398.935	15716.185454545455	8204.647727272728	13796.679545454544	5424.193181818182	5783.839999999998	4428.215909090908	11342.228181818182	11870.43409090909	4259.522727272727	12538.887272727274	17618.95090909091	11398.951363636364	9196.931818181818	17007.64363636364	6558.216363636364	17209.394545454543	15263.13181818182	9495.053636363637	9402.895	7623.289090909092	12145.975	19372.30818181818	10607.086363636365	7507.495000000001	10081.239090909092	14767.91227272727	9310.537727272727	9646.457727272727	12797.32318181818	9146.105454545455	5816.887272727274	20651.39590909091	11696.603181818182	8898.695454545456	15319.75681818182	6696.832727272727	5480.905909090908	9478.255909090907	9716.926818181815	14977.392727272723	5833.430909090909	9898.354545454546	12119.391363636363	14871.694090909092	8229.741818181818	8199.591818181816	8877.023181818182	11873.63318181818	10568.829545454546	9407.18681818182	11983.710454545457	22163.221363636363	8786.429090909092	8734.345454545453	13777.386363636366	8850.65590909091	4237.723636363637	6827.392727272728	14291.62227272727	15141.764545454544	5951.375909090909	11954.185454545455	8162.415909090908	10906.634090909092	15601.94909090909	10766.869545454543	14376.427272727276	9077.873181818182	6795.4113636363645	11709.350000000002	10270.595	6438.103636363637	12976.915	12054.285909090911	7418.313636363636	17131.818181818184	7710.156818181818	6375.285909090908	9180.222727272729	10197.132272727276	3854.010454545455	12053.206818181818	8689.002272727274	21054.33272727273	15159.885454545454	13165.285454545454	15573.061363636363	2712.129545454545	8721.585909090907	8777.546363636364	21760.975	9564.443181818182	10337.961363636365	7390.589545454547	10073.761818181816	8960.017727272727	6212.484090909092	7777.308181818184	5678.105909090908	15258.497272727273	2950.3545454545456	6971.9113636363645	4062.583636363635	12388.414545454543	14668.433636363638	8432.17409090909	10768.607727272723	8460.131818181817	11752.179545454546	16664.995	9849.72318181818	8655.154545454545	11798.376818181818	6567.805909090908	14520.30318181818	8012.833636363636	10318.612727272724	9509.25	8362.926818181819	13842.614545454546	16551.107272727273	10242.72272727273	22220.21090909091	9138.932272727274	14194.954545454546	16625.944545454546	10064.072727272727	10693.575454545453	11785.531363636364	8743.942272727274	12076.767272727271	8497.64818181818	5811.00090909091	18957.279090909087	17479.585	9947.105454545455	9669.07727272727	12806.748636363634	13567.11681818182	8904.922727272728	12281.931363636364	13451.63	10395.489090909092	6244.204545454547	20379.472272727275	11071.93181818182	7802.138636363637	10640.950454545457	8267.46	9949.164545454549	9558.647272727274	16766.73590909091	17852.43590909091	8896.935	7691.8154545454545	9900.814545454545	5343.639999999999	11303.576818181818	14874.833636363635	7983.109545454544	8986.065909090908	5435.239090909091	8729.622727272726	16003.444090909092	8414.801818181819	8909.810909090907	4023.991363636364	8790.428636363637	7822.132727272728	5549.004090909091	6799.082727272727	8645.373636363636	17807.902272727275	12193.352272727272	8232.140000000001	13123.025	10404.563636363637	13256.149545454544	12096.493181818185	13084.117272727271	22472.495909090907	5426.509999999999	7383.437727272728	5281.33409090909	3158.782272727273	9184.495454545457	8878.565	3672.110454545454	17477.432727272728	10785.724545454546	10415.588181818182	9759.177272727273	30198.482727272723	6544.906818181818	11581.48318181818	6836.945909090909	14440.379090909091	14882.073636363635	3547.201363636363	9378.869545454543	17610.81272727273	5999.797727272727	11118.292727272728	10028.040454545451	12244.412727272727	14071.072272727271	10321.180454545454	10753.597727272729	11230.019090909092	8855.831363636364	8151.021818181817	12314.843636363636	25839.9	5039.104545454546	14605.162727272727	16066.080000000004	10442.850454545454	7497.763181818181	6024.918181818182	4013.383181818183	5701.839545454545	11401.744090909093	4986.345909090909	9635.854090909092	15036.409090909088	10920.221363636363	8468.779545454543	14504.951818181817	4008.093636363636	16789.578636363636	9239.425454545451	8533.576363636363	15236.75681818182	3753.602272727273	6967.98909090909	5193.705909090911	10877.635909090908	11489.703636363636	6564.715454545455	7298.47	9828.680454545456	10728.814090909087	9977.644545454545	8886.677272727275	9366.207727272726	7099.051363636364	10358.28409090909	6687.658636363637	8175.826818181817	14834.35136363636	7438.051818181818	13170.528636363637	6144.7481818181805	7243.965909090908	10444.635454545454	13364.549090909091	8427.197727272727	5704.501818181817	3097.3440909090905	13144.41590909091	7951.788181818181	16751.018636363635	3782.799545454545	6103.296363636363	9425.76818181818	9694.08272727273	22961.276363636363	8419.533636363636	17743.819545454546	9185.969545454547	10655.693181818182	10034.288636363635	11945.071363636362	7674.639090909091	11008.757727272729	10594.646363636364	8952.189545454545	13840.98	6721.017272727273	10525.052272727276	9749.678636363637	27945.689090909087	3872.3622727272736	8676.610454545455	11713.920454545454	8511.396363636364	12751.65090909091	8461.535	13508.285909090911	18697.08590909091	5388.693636363637	4664.847272727274	9101.878181818183	13967.72909090909	9527.831818181816	6196.943181818182	7828.136363636364	4380.369090909091	8943.454545454546	7808.233636363637	30183.92409090909	8523.869090909093	5909.695909090909	9933.687272727271	5389.805454545454	8928.70590909091	4626.700909090909	6039.390454545456	16548.614545454548	9036.435454545452	6235.3095454545455
ko00040	B_Pentose and glucuronate interconversions	4164.433461538461	4348.886153846154	7743.478461538462	8537.190384615384	9481.390384615384	6569.469615384616	2694.103461538461	6096.274230769231	4188.664230769232	5487.198846153846	7586.593461538461	4207.24	7240.5576923076915	3503.0626923076925	3739.320384615384	2472.010769230769	5472.079230769231	5856.796923076923	1924.832307692308	7844.426538461538	8019.407307692309	4720.199615384616	3945.783461538461	7370.815769230769	3318.0726923076923	9581.727692307692	9551.039615384616	5517.174230769231	5753.971923076924	4260.713461538462	5490.945384615384	12714.693846153845	5239.201923076922	4937.290384615385	5181.405	10508.889230769231	4787.078461538461	4706.833846153846	5606.503846153846	4422.248846153847	3335.310769230769	9382.255	5800.745	5283.102307692308	6156.361538461539	2877.3188461538466	2855.81	6478.866923076924	6363.128846153845	9601.30576923077	3618.004230769231	6595.708461538462	5246.902307692308	8904.417307692307	4942.165769230769	4367.149615384616	5621.798846153847	7954.186538461538	4651.425	4014.819615384616	7547.867692307692	13707.742692307696	5048.5211538461535	2983.359615384616	7992.265384615384	4518.983461538462	2262.7007692307693	3898.883846153846	6043.546923076923	9968.994615384614	3411.4519230769224	3577.9734615384614	4107.713461538462	7011.283076923075	8306.211923076924	4684.438846153847	7327.107307692309	4108.662307692308	5129.584615384616	7584.215384615385	6461.496923076924	3463.3915384615384	6691.778076923078	8351.709615384616	2986.7296153846155	9085.875384615383	3809.6284615384616	4653.405	5498.381923076923	6320.320000000001	2051.4461538461537	4731.001923076923	3772.571153846154	10629.400769230768	7201.467692307691	8236.055384615385	6553.379615384614	1258.4365384615385	5522.025	4555.122692307692	10121.48846153846	3779.664230769232	4912.896923076924	5233.573076923077	4605.487307692309	4705.994230769231	2385.5946153846157	4290.483846153847	3253.386153846153	7525.974230769231	1847.471153846154	3118.2680769230765	1793.727307692308	6590.403461538463	6895.727692307692	4457.963846153846	4415.766153846153	3696.763076923077	5288.851538461539	8336.265769230768	5693.171923076923	4346.026538461538	5360.221923076924	2961.605384615385	8671.773846153847	3461.215384615384	4934.686923076923	3317.341923076923	4711.8153846153855	4957.8173076923085	7518.871153846152	4400.648461538462	11544.054230769232	3663.614615384616	5629.012692307693	9160.228846153845	6514.1903846153855	6378.523076923076	6034.975769230769	5399.156153846154	4774.74	5547.350384615384	3295.494615384616	6799.828846153847	6202.683076923077	5008.041153846153	5712.572692307693	6646.34576923077	8126.098461538461	5656.471153846152	4764.951538461538	9208.413846153846	5944.887307692308	3334.6288461538466	12259.658846153849	6878.557692307692	3525.5115384615387	5863.173846153847	4150.209230769231	5107.12576923077	3835.8819230769222	10219.44423076923	9828.211923076924	5088.695000000001	4455.10653846154	4233.302307692307	3164.3242307692303	5301.507692307693	6176.423846153846	5325.721538461537	4499.673461538462	2587.201923076923	4821.542307692308	5660.047692307693	4093.6753846153856	5420.495384615385	2370.255	4995.651923076923	3211.3834615384617	2089.348846153846	4782.087692307692	3646.113461538462	7833.035384615385	5461.489230769231	3267.7811538461538	5965.65576923077	5096.9784615384615	6876.389999999999	5228.293461538462	7689.120769230767	12627.350384615384	4233.633076923076	3383.083461538461	2863.333076923076	1885.872692307693	5255.828846153847	4290.168076923077	2076.6111538461537	8762.601538461538	3410.252307692308	6119.610769230769	4702.720384615384	14691.465384615383	3247.8230769230768	6407.940384615384	3356.8415384615387	5853.005384615384	8530.254230769231	2364.581923076923	4660.639615384615	7924.858846153846	3418.0788461538464	7020.491153846154	6306.018461538462	8525.202307692307	8274.857692307693	5193.089230769231	5423.736923076924	5735.34	5398.753076923076	4021.0676923076926	6460.408076923077	11228.63230769231	2734.778076923076	7922.636923076923	7236.423076923077	4588.123076923077	3843.0346153846153	3918.590384615384	2750.130384615384	2835.773461538461	6385.177307692309	3065.592692307692	4025.833846153846	6346.708846153846	6649.661153846154	4152.261923076922	9005.82923076923	2049.7719230769226	6986.135	3376.663846153846	4574.3173076923085	5902.654615384616	1107.983846153846	3093.268076923077	3174.2588461538467	5036.465	4345.160384615385	3428.2596153846152	3144.171923076923	5905.051538461538	7626.314615384615	6885.045769230769	4776.908461538462	4140.701538461539	4308.248461538462	5388.454615384616	4427.492692307693	4375.625000000001	7183.189615384616	4216.367692307692	6044.666538461539	2346.1803846153844	4016.918076923076	5971.124615384616	5249.239615384616	5539.391923076923	2611.1026923076925	1107.4038461538464	6607.725384615386	4794.992692307692	7142.229230769231	1483.1288461538463	3648.305769230769	6268.234615384615	6807.295384615383	9897.541153846152	4171.945	12276.241923076925	5771.075769230771	7425.957692307693	4440.035769230769	6567.674230769229	4721.618461538462	5075.832307692308	6439.663461538462	4055.2761538461536	6775.196923076923	4206.074230769232	5158.455769230768	5553.427307692307	14097.24	2026.176153846154	3365.540384615385	6207.317307692308	5082.835384615383	6988.693076923079	4676.711923076923	6372.514999999999	7024.144615384615	2696.0938461538462	1897.3603846153849	5006.937307692308	6449.603461538461	4892.042307692308	2952.4296153846158	3407.571538461539	2682.7253846153853	4774.559230769231	3715.9142307692314	14512.94076923077	4445.83423076923	2584.3080769230774	3858.1757692307688	2293.128846153846	4197.960769230769	2969.0880769230766	3433.9253846153847	8793.480384615385	5668.310769230769	3885.261153846154
